Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"29,47",201,481,682,467,"0,43",3702784,"22,23","0,00","0,00",682,1
sampled.Random_TinyLfuBoost,"29,47",201,481,682,467,"0,43",3702784,"22,23","0,00","0,00",682,1
sampled.Random_TinyLfu,"29,47",201,481,682,467,"0,43",3702784,"22,23","0,00","0,00",682,2
sampled.Random_Threshold15,"4,25",29,653,682,639,"100,00",3702784,"3,21","0,00","0,00",682,21
sampled.Random_Secondary,"4,25",29,653,682,639,"100,00",3702784,"3,21","0,00","0,00",682,1
sampled.Random_Comparison,"14,96",102,580,682,566,"100,00",3702784,"11,28","0,00","0,00",682,0
sampled.Random,"4,25",29,653,682,639,"100,00",3702784,"3,21","0,00","0,00",682,1
sampled.Mru_TinyLfuMulti,"14,96",102,580,682,566,"0,00",3702784,"11,28","0,00","0,00",5210,9
sampled.Mru_TinyLfuBoost,"14,96",102,580,682,566,"0,00",3702784,"11,28","0,00","0,00",5210,62
sampled.Mru_TinyLfu,"14,96",102,580,682,566,"0,00",3702784,"11,28","0,00","0,00",5210,58
sampled.Mru_Threshold15,"6,89",47,635,682,621,"100,00",3702784,"5,20","0,00","0,00",5650,1
sampled.Mru_Secondary,"6,89",47,635,682,621,"100,00",3702784,"5,20","0,00","0,00",5650,97
sampled.Mru_Comparison,"14,96",102,580,682,566,"100,00",3702784,"11,28","0,00","0,00",5210,2
sampled.Mru,"6,89",47,635,682,621,"100,00",3702784,"5,20","0,00","0,00",5650,96
sampled.Mfu_TinyLfuMulti,"28,74",196,486,682,472,"0,21",3702784,"21,68","0,00","0,00",4458,2
sampled.Mfu_TinyLfuBoost,"28,74",196,486,682,472,"0,21",3702784,"21,68","0,00","0,00",4458,1
sampled.Mfu_TinyLfu,"28,74",196,486,682,472,"0,21",3702784,"21,68","0,00","0,00",4458,2
sampled.Mfu_Threshold15,"5,57",38,644,682,630,"100,00",3702784,"4,20","0,00","0,00",5722,3
sampled.Mfu_Secondary,"5,57",38,644,682,630,"100,00",3702784,"4,20","0,00","0,00",5722,52
sampled.Mfu_Comparison,"14,96",102,580,682,566,"100,00",3702784,"11,28","0,00","0,00",5210,2
sampled.Mfu,"5,57",38,644,682,630,"100,00",3702784,"4,20","0,00","0,00",5722,2
sampled.Lru_TinyLfuMulti,"29,18",199,483,682,469,"0,85",3702784,"22,01","0,00","0,00",4434,10
sampled.Lru_TinyLfuBoost,"29,18",199,483,682,469,"0,85",3702784,"22,01","0,00","0,00",4434,2
sampled.Lru_TinyLfu,"29,18",199,483,682,469,"0,85",3702784,"22,01","0,00","0,00",4434,2
sampled.Lru_Threshold15,"0,00",0,682,682,668,"100,00",3702784,"0,00","0,00","0,00",6026,87
sampled.Lru_Secondary,"0,00",0,682,682,668,"100,00",3702784,"0,00","0,00","0,00",6026,3
sampled.Lru_Comparison,"14,96",102,580,682,566,"100,00",3702784,"11,28","0,00","0,00",5210,36
sampled.Lru,"0,00",0,682,682,668,"100,00",3702784,"0,00","0,00","0,00",6026,32
sampled.Lfu_TinyLfuMulti,"29,47",201,481,682,467,"0,21",3702784,"22,23","0,00","0,00",4418,2
sampled.Lfu_TinyLfuBoost,"29,47",201,481,682,467,"0,21",3702784,"22,23","0,00","0,00",4418,3
sampled.Lfu_TinyLfu,"29,47",201,481,682,467,"0,21",3702784,"22,23","0,00","0,00",4418,2
sampled.Lfu_Threshold15,"16,86",115,567,682,553,"100,00",3702784,"12,72","0,00","0,00",5106,3
sampled.Lfu_Secondary,"16,86",115,567,682,553,"100,00",3702784,"12,72","0,00","0,00",5106,123
sampled.Lfu_Comparison,"14,96",102,580,682,566,"100,00",3702784,"11,28","0,00","0,00",5210,3
sampled.Lfu,"16,86",115,567,682,553,"100,00",3702784,"12,72","0,00","0,00",5106,14
sampled.Hyperbolic_TinyLfuMulti,"29,18",199,483,682,469,"0,85",3702784,"22,01","0,00","0,00",4434,1
sampled.Hyperbolic_TinyLfuBoost,"29,18",199,483,682,469,"0,85",3702784,"22,01","0,00","0,00",4434,5
sampled.Hyperbolic_TinyLfu,"29,18",199,483,682,469,"0,85",3702784,"22,01","0,00","0,00",4434,2
sampled.Hyperbolic_Threshold15,"1,47",10,672,682,658,"100,00",3702784,"1,11","0,00","0,00",5946,7
sampled.Hyperbolic_Secondary,"1,47",10,672,682,658,"100,00",3702784,"1,11","0,00","0,00",5946,18
sampled.Hyperbolic_Comparison,"14,96",102,580,682,566,"100,00",3702784,"11,28","0,00","0,00",5210,112
sampled.Hyperbolic,"1,47",10,672,682,658,"100,00",3702784,"1,11","0,00","0,00",5946,70
sampled.Fifo_TinyLfuMulti,"28,89",197,485,682,471,"0,21",3702784,"21,79","0,00","0,00",4450,95
sampled.Fifo_TinyLfuBoost,"28,89",197,485,682,471,"0,21",3702784,"21,79","0,00","0,00",4450,1
sampled.Fifo_TinyLfu,"28,89",197,485,682,471,"0,21",3702784,"21,79","0,00","0,00",4450,3
