Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"9,32",16898,164368,181266,164344,"0,05",1511625728,"4,58","0,00","0,00",181266,271
sampled.Random_TinyLfuBoost,"9,09",16484,164782,181266,164762,"0,22",1511625728,"4,55","0,00","0,00",181266,182
sampled.Random_TinyLfu,"9,32",16898,164368,181266,164344,"0,05",1511625728,"4,58","0,00","0,00",181266,189
sampled.Random_Threshold15,"0,67",1216,180050,181266,180029,"100,00",1511625728,"0,33","0,00","0,00",181266,168
sampled.Random_Secondary,"0,67",1216,180050,181266,180029,"100,00",1511625728,"0,33","0,00","0,00",181266,218
sampled.Random_Comparison,"7,96",14434,166832,181266,166821,"100,00",1511625728,"3,91","0,00","0,00",181266,125
sampled.Random,"0,67",1216,180050,181266,180029,"100,00",1511625728,"0,33","0,00","0,00",181266,263
sampled.Mru_TinyLfuMulti,"8,18",14825,166441,181266,166431,"0,01",1511625728,"4,02","0,00","0,00",1512714,554
sampled.Mru_TinyLfuBoost,"8,13",14728,166538,181266,166529,"0,03",1511625728,"3,99","0,00","0,00",1513498,482
sampled.Mru_TinyLfu,"8,18",14825,166441,181266,166431,"0,01",1511625728,"4,02","0,00","0,00",1512714,454
sampled.Mru_Threshold15,"0,44",801,180465,181266,180455,"100,00",1511625728,"0,22","0,00","0,00",1624906,290
sampled.Mru_Secondary,"0,44",801,180465,181266,180455,"100,00",1511625728,"0,22","0,00","0,00",1624906,449
sampled.Mru_Comparison,"7,96",14434,166832,181266,166821,"100,00",1511625728,"3,91","0,00","0,00",1515834,363
sampled.Mru,"0,44",801,180465,181266,180455,"100,00",1511625728,"0,22","0,00","0,00",1624906,452
sampled.Mfu_TinyLfuMulti,"8,85",16036,165230,181266,165203,"0,02",1511625728,"4,36","0,00","0,00",1502890,918
sampled.Mfu_TinyLfuBoost,"8,52",15441,165825,181266,165806,"0,05",1511625728,"4,33","0,00","0,00",1507714,449
sampled.Mfu_TinyLfu,"8,85",16036,165230,181266,165203,"0,02",1511625728,"4,36","0,00","0,00",1502890,389
sampled.Mfu_Threshold15,"0,62",1123,180143,181266,180131,"100,00",1511625728,"0,30","0,00","0,00",1622314,356
sampled.Mfu_Secondary,"0,62",1123,180143,181266,180131,"100,00",1511625728,"0,30","0,00","0,00",1622314,436
sampled.Mfu_Comparison,"7,96",14434,166832,181266,166821,"100,00",1511625728,"3,91","0,00","0,00",1515834,528
sampled.Mfu,"0,62",1123,180143,181266,180131,"100,00",1511625728,"0,30","0,00","0,00",1622314,234
sampled.Lru_TinyLfuMulti,"9,28",16821,164445,181266,164419,"0,07",1511625728,"4,56","0,00","0,00",1496618,741
sampled.Lru_TinyLfuBoost,"9,21",16703,164563,181266,164538,"0,16",1511625728,"4,55","0,00","0,00",1497570,764
sampled.Lru_TinyLfu,"9,28",16821,164445,181266,164419,"0,07",1511625728,"4,56","0,00","0,00",1496618,695
sampled.Lru_Threshold15,"0,08",138,181128,181266,181117,"100,00",1511625728,"0,04","0,00","0,00",1630202,489
sampled.Lru_Secondary,"0,08",138,181128,181266,181117,"100,00",1511625728,"0,04","0,00","0,00",1630202,880
sampled.Lru_Comparison,"7,96",14434,166832,181266,166821,"100,00",1511625728,"3,91","0,00","0,00",1515834,339
sampled.Lru,"0,08",138,181128,181266,181117,"100,00",1511625728,"0,04","0,00","0,00",1630202,413
sampled.Lfu_TinyLfuMulti,"9,32",16894,164372,181266,164348,"0,07",1511625728,"4,58","0,00","0,00",1496050,589
sampled.Lfu_TinyLfuBoost,"8,88",16097,165169,181266,165153,"0,21",1511625728,"4,52","0,00","0,00",1502490,388
sampled.Lfu_TinyLfu,"9,32",16894,164372,181266,164348,"0,07",1511625728,"4,58","0,00","0,00",1496050,395
sampled.Lfu_Threshold15,"7,72",13987,167279,181266,167262,"100,00",1511625728,"3,79","0,00","0,00",1519362,491
sampled.Lfu_Secondary,"7,72",13987,167279,181266,167262,"100,00",1511625728,"3,79","0,00","0,00",1519362,442
sampled.Lfu_Comparison,"7,96",14434,166832,181266,166821,"100,00",1511625728,"3,91","0,00","0,00",1515834,552
sampled.Lfu,"7,72",13987,167279,181266,167262,"100,00",1511625728,"3,79","0,00","0,00",1519362,375
sampled.Hyperbolic_TinyLfuMulti,"9,31",16881,164385,181266,164361,"0,08",1511625728,"4,57","0,00","0,00",1496154,921
sampled.Hyperbolic_TinyLfuBoost,"8,88",16100,165166,181266,165149,"0,21",1511625728,"4,54","0,00","0,00",1502458,346
sampled.Hyperbolic_TinyLfu,"9,31",16881,164385,181266,164361,"0,08",1511625728,"4,57","0,00","0,00",1496154,880
sampled.Hyperbolic_Threshold15,"5,90",10701,170565,181266,170552,"100,00",1511625728,"2,90","0,00","0,00",1545682,401
sampled.Hyperbolic_Secondary,"5,90",10701,170565,181266,170552,"100,00",1511625728,"2,90","0,00","0,00",1545682,730
sampled.Hyperbolic_Comparison,"7,96",14434,166832,181266,166821,"100,00",1511625728,"3,91","0,00","0,00",1515834,330
sampled.Hyperbolic,"5,90",10701,170565,181266,170552,"100,00",1511625728,"2,90","0,00","0,00",1545682,530
sampled.Fifo_TinyLfuMulti,"9,07",16439,164827,181266,164802,"0,05",1511625728,"4,45","0,00","0,00",1499682,406
sampled.Fifo_TinyLfuBoost,"8,80",15955,165311,181266,165288,"0,07",1511625728,"4,38","0,00","0,00",1503570,424
sampled.Fifo_TinyLfu,"9,07",16439,164827,181266,164802,"0,05",1511625728,"4,45","0,00","0,00",1499682,447
sampled.Fifo_Threshold15,"0,08",146,181120,181266,181107,"100,00",1511625728,"0,04","0,00","0,00",1630122,458
sampled.Fifo_Secondary,"0,08",146,181120,181266,181107,"100,00",1511625728,"0,04","0,00","0,00",1630122,477
sampled.Fifo_Comparison,"7,96",14434,166832,181266,166821,"100,00",1511625728,"3,91","0,00","0,00",1515834,269
sampled.Fifo,"0,08",146,181120,181266,181107,"100,00",1511625728,"0,04","0,00","0,00",1630122,723
product.Guava,"1,48",2690,178576,181266,178552,"100,00",1511625728,"0,73","0,00","0,00",,1298
product.ElasticSearch,"0,05",82,181184,181266,181172,"100,00",1511625728,"0,02","0,00","0,00",,530
product.Caffeine,"8,57",15526,165740,181266,165718,"100,00",1511625728,"4,27","0,00","0,00",,1032
product.Cache2k,"8,04",14576,166690,181266,166675,"100,00",1511625728,"3,95","0,00","0,00",,874
linked.Mru_TinyLfuMulti,"0,19",353,180913,181266,180908,"4,65",1511625728,"0,45","0,00","0,00",188087,223
linked.Mru_TinyLfuBoost,"7,98",14473,166793,181266,166784,"0,02",1511625728,"3,92","0,00","0,00",181302,245
linked.Mru_TinyLfu,"8,01",14518,166748,181266,166738,"0,01",1511625728,"3,93","0,00","0,00",181275,198
linked.Mru_Threshold15,"0,32",581,180685,181266,180682,"85,36",1511625728,"0,16","0,00","0,00",242275,253
linked.Mru_Secondary,"8,01",14518,166748,181266,166738,"0,01",1511625728,"3,93","0,00","0,00",181275,285
linked.Mru_Comparison,"0,12",225,181041,181266,181038,"43,07",1511625728,"0,06","0,00","0,00",230153,111
linked.Mru,"0,13",239,181027,181266,181024,"100,00",1511625728,"0,06","0,00","0,00",251890,81
linked.Mfu_TinyLfuMulti,"0,15",275,180991,181266,180983,"0,03",1511625728,"0,39","0,00","0,00",181317,90
linked.Mfu_TinyLfuBoost,"7,96",14434,166832,181266,166821,"0,00",1511625728,"3,91","0,00","0,00",181277,235
linked.Mfu_TinyLfu,"7,96",14434,166832,181266,166821,"0,00",1511625728,"3,91","0,00","0,00",181277,188
linked.Mfu_Threshold15,"0,23",414,180852,181266,180840,"85,46",1511625728,"0,11","0,00","0,00",248837,231
linked.Mfu_Secondary,"7,96",14434,166832,181266,166821,"0,00",1511625728,"3,91","0,00","0,00",181277,466
linked.Mfu_Comparison,"0,93",1677,179589,181266,179579,"13,36",1511625728,"0,46","0,00","0,00",193595,109
linked.Mfu,"0,05",83,181183,181266,181171,"100,00",1511625728,"0,02","0,00","0,00",259462,213
linked.Lru_TinyLfuMulti,"1,89",3419,177847,181266,177836,"0,28",1511625728,"1,23","0,00","0,00",181684,208
linked.Lru_TinyLfuBoost,"8,32",15076,166190,181266,166177,"0,03",1511625728,"4,36","0,00","0,00",181299,350
linked.Lru_TinyLfu,"9,21",16698,164568,181266,164542,"0,06",1511625728,"4,53","0,00","0,00",181286,171
linked.Lru_Threshold15,"0,21",382,180884,181266,180872,"85,45",1511625728,"0,10","0,00","0,00",248789,376
linked.Lru_Secondary,"9,16",16605,164661,181266,164635,"0,09",1511625728,"4,50","0,00","0,00",181308,165
linked.Lru_Comparison,"1,48",2684,178582,181266,178572,"12,86",1511625728,"0,73","0,00","0,00",193157,94
linked.Lru,"0,05",82,181184,181266,181172,"100,00",1511625728,"0,02","0,00","0,00",259443,90
linked.Lfucostboost_TinyLfuMulti,"7,88",14288,166978,181266,166971,"8,48",1511625728,"4,18","0,00","0,00",191607,368
linked.Lfucostboost_TinyLfuBoost,"8,84",16030,165236,181266,165219,"0,14",1511625728,"4,49","0,00","0,00",181452,267
linked.Lfucostboost_TinyLfu,"9,33",16905,164361,181266,164337,"0,05",1511625728,"4,58","0,00","0,00",181315,373
linked.Lfucostboost_Threshold15,"7,61",13795,167471,181266,167457,"85,40",1511625728,"3,74","0,00","0,00",245882,303
linked.Lfucostboost_Secondary,"9,34",16925,164341,181266,164317,"0,06",1511625728,"4,59","0,00","0,00",181324,242
linked.Lfucostboost_Comparison,"7,95",14415,166851,181266,166842,"4,76",1511625728,"3,96","0,00","0,00",184342,126
linked.Lfucostboost,"4,08",7389,173877,181266,173863,"100,00",1511625728,"2,00","0,00","0,00",257061,129
linked.Lfu_TinyLfuMulti,"7,88",14288,166978,181266,166971,"8,48",1511625728,"4,18","0,00","0,00",191607,188
linked.Lfu_TinyLfuBoost,"8,84",16030,165236,181266,165219,"0,14",1511625728,"4,49","0,00","0,00",181452,386
linked.Lfu_TinyLfu,"9,33",16905,164361,181266,164337,"0,05",1511625728,"4,58","0,00","0,00",181315,222
linked.Lfu_Threshold15,"7,61",13795,167471,181266,167457,"85,40",1511625728,"3,74","0,00","0,00",245882,269
linked.Lfu_Secondary,"9,34",16925,164341,181266,164317,"0,06",1511625728,"4,59","0,00","0,00",181324,226
linked.Lfu_Comparison,"7,95",14415,166851,181266,166842,"4,76",1511625728,"3,96","0,00","0,00",184342,46
linked.Lfu,"4,08",7389,173877,181266,173863,"100,00",1511625728,"2,00","0,00","0,00",257061,185
linked.Fifo_TinyLfuMulti,"4,04",7327,173939,181266,173931,"0,02",1511625728,"2,30","0,00","0,00",181288,160
linked.Fifo_TinyLfuBoost,"8,19",14847,166419,181266,166401,"0,00",1511625728,"4,10","0,00","0,00",181266,186
linked.Fifo_TinyLfu,"8,25",14951,166315,181266,166295,"0,00",1511625728,"4,11","0,00","0,00",181266,139
linked.Fifo_Threshold15,"0,22",391,180875,181266,180863,"85,43",1511625728,"0,11","0,00","0,00",248830,502
linked.Fifo_Secondary,"8,10",14685,166581,181266,166565,"0,00",1511625728,"4,08","0,00","0,00",181266,174
linked.Fifo_Comparison,"1,16",2104,179162,181266,179152,"13,20",1511625728,"0,58","0,00","0,00",193651,165
linked.Fifo,"0,05",83,181183,181266,181171,"100,00",1511625728,"0,02","0,00","0,00",259453,126
linked.Clock_TinyLfuMulti,"8,00",14498,166768,181266,166758,"0,10",1511625728,"4,23","0,00","0,00",181894,191
linked.Clock_TinyLfuBoost,"8,33",15097,166169,181266,166154,"0,05",1511625728,"4,30","0,00","0,00",181873,238
linked.Clock_TinyLfu,"9,32",16887,164379,181266,164353,"0,05",1511625728,"4,58","0,00","0,00",183179,148
linked.Clock_Threshold15,"0,29",526,180740,181266,180728,"85,48",1511625728,"0,14","0,00","0,00",249283,165
linked.Clock_Secondary,"9,23",16735,164531,181266,164505,"0,07",1511625728,"4,54","0,00","0,00",182720,149
linked.Clock_Comparison,"2,66",4828,176438,181266,176428,"12,30",1511625728,"1,31","0,00","0,00",195896,168
linked.Clock,"0,05",85,181181,181266,181169,"100,00",1511625728,"0,02","0,00","0,00",259520,74
heap.Skip_TinyLfuMulti,"7,98",14467,166799,181266,166789,"0,00",1511625728,"4,22","0,00","0,00",181266,167
heap.Skip_TinyLfuBoost,"8,28",15008,166258,181266,166238,"0,00",1511625728,"4,10","0,00","0,00",181266,219
heap.Skip_TinyLfu,"8,66",15703,165563,181266,165539,"0,02",1511625728,"4,27","0,00","0,00",181266,222
heap.Skip_Threshold15,"8,11",14701,166565,181266,166546,"84,06",1511625728,"4,12","0,00","0,00",181266,329
heap.Skip_Secondary,"8,31",15058,166208,181266,166189,"0,00",1511625728,"4,15","0,00","0,00",181266,157
heap.Skip_Comparison,"8,04",14578,166688,181266,166680,"32,80",1511625728,"4,05","0,00","0,00",181266,186
heap.Skip,"8,08",14653,166613,181266,166594,"100,00",1511625728,"4,09","0,00","0,00",181266,165
heap.One_TinyLfuMulti,"7,98",14467,166799,181266,166789,"0,00",1511625728,"4,22","0,00","0,00",181266,274
heap.One_TinyLfuBoost,"8,28",15008,166258,181266,166238,"0,00",1511625728,"4,10","0,00","0,00",181266,373
heap.One_TinyLfu,"8,66",15703,165563,181266,165539,"0,02",1511625728,"4,27","0,00","0,00",181266,278
heap.One_Threshold15,"8,50",15413,165853,181266,165829,"83,88",1511625728,"4,20","0,00","0,00",181266,290
heap.One_Secondary,"8,31",15058,166208,181266,166189,"0,00",1511625728,"4,15","0,00","0,00",181266,190
heap.One_Comparison,"8,34",15112,166154,181266,166143,"34,55",1511625728,"4,13","0,00","0,00",181266,111
heap.One,"8,43",15273,165993,181266,165970,"100,00",1511625728,"4,15","0,00","0,00",181266,190
heap.None_TinyLfuMulti,"7,98",14467,166799,181266,166789,"0,00",1511625728,"4,22","0,00","0,00",181266,188
heap.None_TinyLfuBoost,"8,28",15008,166258,181266,166238,"0,00",1511625728,"4,10","0,00","0,00",181266,263
heap.None_TinyLfu,"8,66",15703,165563,181266,165539,"0,02",1511625728,"4,27","0,00","0,00",181266,204
heap.None_Threshold15,"8,50",15413,165853,181266,165829,"83,88",1511625728,"4,20","0,00","0,00",181266,467
heap.None_Secondary,"8,31",15058,166208,181266,166189,"0,00",1511625728,"4,15","0,00","0,00",181266,289
heap.None_Comparison,"8,34",15112,166154,181266,166143,"34,55",1511625728,"4,13","0,00","0,00",181266,181
heap.None,"8,43",15273,165993,181266,165970,"100,00",1511625728,"4,15","0,00","0,00",181266,129
heap.Boost_TinyLfuMulti,"7,98",14467,166799,181266,166789,"0,00",1511625728,"4,22","0,00","0,00",181266,265
heap.Boost_TinyLfuBoost,"8,28",15008,166258,181266,166238,"0,00",1511625728,"4,10","0,00","0,00",181266,220
heap.Boost_TinyLfu,"8,66",15703,165563,181266,165539,"0,02",1511625728,"4,27","0,00","0,00",181266,273
heap.Boost_Threshold15,"8,48",15363,165903,181266,165880,"84,11",1511625728,"4,20","0,00","0,00",181266,229
heap.Boost_Secondary,"8,31",15058,166208,181266,166189,"0,00",1511625728,"4,15","0,00","0,00",181266,448
heap.Boost_Comparison,"8,33",15107,166159,181266,166148,"34,36",1511625728,"4,13","0,00","0,00",181266,151
heap.Boost,"8,41",15243,166023,181266,166000,"100,00",1511625728,"4,14","0,00","0,00",181266,129
