Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"31,16",684458,1512403,2196861,1492403,"9,43",91814495232,"3,95","0,00","0,00",2196861,47733
sampled.Random_TinyLfuBoost,"30,77",676028,1520833,2196861,1500833,"40,02",91814495232,"3,97","0,00","0,00",2196861,39626
sampled.Random_TinyLfu,"31,16",684458,1512403,2196861,1492403,"9,43",91814495232,"3,95","0,00","0,00",2196861,46374
sampled.Random_Threshold15,"30,43",668540,1528321,2196861,1508321,"100,00",91814495232,"3,92","0,00","0,00",2196861,30175
sampled.Random_Secondary,"30,43",668540,1528321,2196861,1508321,"100,00",91814495232,"3,92","0,00","0,00",2196861,30343
sampled.Random_Comparison,"31,53",692682,1504179,2196861,1484179,"100,00",91814495232,"4,13","0,00","0,00",2196861,47596
sampled.Random,"30,43",668540,1528321,2196861,1508321,"100,00",91814495232,"3,92","0,00","0,00",2196861,27250
sampled.Mru_TinyLfuMulti,"30,51",670295,1526566,2196861,1506566,"4,08",91814495232,"3,91","0,00","0,00",14249389,62973
sampled.Mru_TinyLfuBoost,"29,97",658439,1538422,2196861,1518422,"18,96",91814495232,"3,86","0,00","0,00",14344237,52323
sampled.Mru_TinyLfu,"30,51",670295,1526566,2196861,1506566,"4,08",91814495232,"3,91","0,00","0,00",14249389,60246
sampled.Mru_Threshold15,"26,88",590611,1606250,2196861,1586250,"100,00",91814495232,"3,45","0,00","0,00",14886861,46679
sampled.Mru_Secondary,"26,88",590611,1606250,2196861,1586250,"100,00",91814495232,"3,45","0,00","0,00",14886861,47280
sampled.Mru_Comparison,"31,53",692682,1504179,2196861,1484179,"100,00",91814495232,"4,13","0,00","0,00",14070293,50010
sampled.Mru,"26,88",590611,1606250,2196861,1586250,"100,00",91814495232,"3,45","0,00","0,00",14886861,44563
sampled.Mfu_TinyLfuMulti,"30,41",668034,1528827,2196861,1508827,"7,45",91814495232,"3,83","0,00","0,00",14267477,48779
sampled.Mfu_TinyLfuBoost,"30,04",659858,1537003,2196861,1517003,"37,88",91814495232,"3,81","0,00","0,00",14332885,40865
sampled.Mfu_TinyLfu,"30,41",668034,1528827,2196861,1508827,"7,45",91814495232,"3,83","0,00","0,00",14267477,48973
sampled.Mfu_Threshold15,"27,69",608286,1588575,2196861,1568575,"100,00",91814495232,"3,56","0,00","0,00",14745461,33540
sampled.Mfu_Secondary,"27,69",608286,1588575,2196861,1568575,"100,00",91814495232,"3,56","0,00","0,00",14745461,30272
sampled.Mfu_Comparison,"31,53",692682,1504179,2196861,1484179,"100,00",91814495232,"4,13","0,00","0,00",14070293,48380
sampled.Mfu,"27,69",608286,1588575,2196861,1568575,"100,00",91814495232,"3,56","0,00","0,00",14745461,30558
sampled.Lru_TinyLfuMulti,"31,23",686019,1510842,2196861,1490842,"9,39",91814495232,"3,98","0,00","0,00",14123597,50095
sampled.Lru_TinyLfuBoost,"30,89",678700,1518161,2196861,1498161,"43,44",91814495232,"4,02","0,00","0,00",14182149,41808
sampled.Lru_TinyLfu,"31,23",686019,1510842,2196861,1490842,"9,39",91814495232,"3,98","0,00","0,00",14123597,49952
sampled.Lru_Threshold15,"31,30",687660,1509201,2196861,1489201,"100,00",91814495232,"4,04","0,00","0,00",14110469,16844
sampled.Lru_Secondary,"31,30",687660,1509201,2196861,1489201,"100,00",91814495232,"4,04","0,00","0,00",14110469,16849
sampled.Lru_Comparison,"31,53",692682,1504179,2196861,1484179,"100,00",91814495232,"4,13","0,00","0,00",14070293,49172
