Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"4,68",54152,1102733,1156885,1092733,"9,57",66644063744,"0,42","0,00","0,00",1156885,44180
sampled.Random_TinyLfuBoost,"3,91",45247,1111638,1156885,1101638,"38,09",66644063744,"0,50","0,00","0,00",1156885,38362
sampled.Random_TinyLfu,"4,68",54152,1102733,1156885,1092733,"9,57",66644063744,"0,42","0,00","0,00",1156885,68661
sampled.Random_Threshold15,"6,41",74123,1082762,1156885,1072762,"100,00",66644063744,"0,72","0,00","0,00",1156885,31830
sampled.Random_Secondary,"6,41",74123,1082762,1156885,1072762,"100,00",66644063744,"0,72","0,00","0,00",1156885,31198
sampled.Random_Comparison,"3,39",39173,1117712,1156885,1107712,"100,00",66644063744,"0,30","0,00","0,00",1156885,45868
sampled.Random,"6,41",74123,1082762,1156885,1072762,"100,00",66644063744,"0,72","0,00","0,00",1156885,31162
sampled.Mru_TinyLfuMulti,"4,35",50331,1106554,1156885,1096554,"4,61",66644063744,"0,39","0,00","0,00",9929317,46038
sampled.Mru_TinyLfuBoost,"3,98",46086,1110799,1156885,1100799,"18,35",66644063744,"0,48","0,00","0,00",9963277,49796
sampled.Mru_TinyLfu,"4,35",50331,1106554,1156885,1096554,"4,61",66644063744,"0,39","0,00","0,00",9929317,72682
sampled.Mru_Threshold15,"6,24",72161,1084724,1156885,1074724,"100,00",66644063744,"0,72","0,00","0,00",9754677,53555
sampled.Mru_Secondary,"6,24",72161,1084724,1156885,1074724,"100,00",66644063744,"0,72","0,00","0,00",9754677,57840
sampled.Mru_Comparison,"3,39",39173,1117712,1156885,1107712,"100,00",66644063744,"0,30","0,00","0,00",10018581,46210
sampled.Mru,"6,24",72161,1084724,1156885,1074724,"100,00",66644063744,"0,72","0,00","0,00",9754677,56274
sampled.Mfu_TinyLfuMulti,"4,29",49660,1107225,1156885,1097225,"8,51",66644063744,"0,39","0,00","0,00",9934685,47439
