Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuBoost,"69,72",2123900,922212,3046112,912212,"5,28",13882741,"66,25","0,00","0,00",3046112,72689
sampled.Random_TinyLfu,"69,72",2123900,922212,3046112,912212,"5,28",13882741,"66,25","0,00","0,00",3046112,71193
sampled.Random_Secondary,"70,04",2133602,912510,3046112,902510,"6,57",13882741,"67,15","0,00","0,00",3046112,69095
sampled.Random,"66,20",2016422,1029690,3046112,1019690,"100,00",13882741,"61,62","0,00","0,00",3046112,21253
sampled.Mru_TinyLfuBoost,"62,31",1898118,1147994,3046112,1137994,"2,96",13882741,"58,03","0,00","0,00",12150064,91935
sampled.Mru_TinyLfu,"62,31",1898118,1147994,3046112,1137994,"2,96",13882741,"58,03","0,00","0,00",12150064,94491
sampled.Mru_Secondary,"62,41",1901105,1145007,3046112,1135007,"3,57",13882741,"58,85","0,00","0,00",12126168,89300
sampled.Mru,"48,82",1487198,1558914,3046112,1548914,"100,00",13882741,"43,38","0,00","0,00",15437424,51774
sampled.Mfu_TinyLfuBoost,"61,61",1876822,1169290,3046112,1159290,"2,76",13882741,"57,77","0,00","0,00",12320432,93452
sampled.Mfu_TinyLfu,"61,61",1876822,1169290,3046112,1159290,"2,76",13882741,"57,77","0,00","0,00",12320432,95709
sampled.Mfu_Secondary,"61,73",1880332,1165780,3046112,1155780,"3,39",13882741,"58,70","0,00","0,00",12292352,91207
sampled.Mfu,"56,06",1707549,1338563,3046112,1328563,"100,00",13882741,"51,50","0,00","0,00",13674616,35657
sampled.Lru_TinyLfuBoost,"70,71",2153823,892289,3046112,882289,"5,64",13882741,"67,37","0,00","0,00",10104424,68914
sampled.Lru_TinyLfu,"70,71",2153823,892289,3046112,882289,"5,64",13882741,"67,37","0,00","0,00",10104424,63074
sampled.Lru_Secondary,"71,00",2162653,883459,3046112,873459,"6,84",13882741,"68,26","0,00","0,00",10033784,65659
sampled.Lru,"70,77",2155652,890460,3046112,880460,"100,00",13882741,"66,71","0,00","0,00",10089792,13834
sampled.Lfu_TinyLfuBoost,"69,83",2127197,918915,3046112,908915,"5,48",13882741,"66,36","0,00","0,00",10317432,73050
sampled.Lfu_TinyLfu,"69,83",2127197,918915,3046112,908915,"5,48",13882741,"66,36","0,00","0,00",10317432,69531
sampled.Lfu_Secondary,"70,16",2137168,908944,3046112,898944,"7,19",13882741,"67,19","0,00","0,00",10237664,64601
sampled.Lfu,"71,22",2169575,876537,3046112,866537,"100,00",13882741,"67,04","0,00","0,00",9978408,31243
sampled.Hyperbolic_TinyLfuBoost,"70,00",2132174,913938,3046112,903938,"6,13",13882741,"66,53","0,00","0,00",10277616,70471
sampled.Hyperbolic_TinyLfu,"70,00",2132174,913938,3046112,903938,"6,13",13882741,"66,53","0,00","0,00",10277616,74404
sampled.Hyperbolic_Secondary,"70,36",2143287,902825,3046112,892825,"8,05",13882741,"67,47","0,00","0,00",10188712,67111
sampled.Hyperbolic,"71,32",2172621,873491,3046112,863491,"100,00",13882741,"67,17","0,00","0,00",9954040,31375
sampled.Fifo_TinyLfuBoost,"66,72",2032419,1013693,3046112,1003693,"3,88",13882741,"62,96","0,00","0,00",11075656,80530
sampled.Fifo_TinyLfu,"66,72",2032419,1013693,3046112,1003693,"3,88",13882741,"62,96","0,00","0,00",11075656,77453
sampled.Fifo_Secondary,"66,86",2036762,1009350,3046112,999350,"4,59",13882741,"63,72","0,00","0,00",11040912,77853
sampled.Fifo,"66,82",2035265,1010847,3046112,1000847,"100,00",13882741,"62,31","0,00","0,00",11052888,9556
product.Guava,"70,95",2161173,884939,3046112,874939,"100,00",13882741,"66,95","0,00","0,00",,3976
product.ElasticSearch,"70,96",2161455,884657,3046112,874657,"100,00",13882741,"66,96","0,00","0,00",,5816
product.Caffeine,"73,95",2252500,793612,3046112,783612,"100,00",13882741,"70,34","0,00","0,00",,4563
product.Cache2k,"73,63",2242984,803128,3046112,793129,"100,00",13882741,"69,76","0,00","0,00",,4465
linked.Mru_TinyLfuBoost,"57,86",1762416,1283696,3046112,1273696,"2,08",13882741,"53,54","0,00","0,00",3046112,1896
linked.Mru_TinyLfu,"57,86",1762416,1283696,3046112,1273696,"2,08",13882741,"53,54","0,00","0,00",3046112,1705
linked.Mru_Secondary,"56,09",1708424,1337688,3046112,1327688,"3,21",13882741,"54,60","0,00","0,00",3046112,1623
linked.Mru,"5,99",182321,2863791,3046112,2853791,"100,00",13882741,"5,46","0,00","0,00",3046112,1462
linked.Mfu_TinyLfuBoost,"44,89",1367476,1678636,3046112,1668636,"0,12",13882741,"44,14","0,00","0,00",3056112,1978
linked.Mfu_TinyLfu,"44,89",1367476,1678636,3046112,1668636,"0,12",13882741,"44,14","0,00","0,00",3056112,1843
linked.Mfu_Secondary,"38,91",1185095,1861017,3046112,1851017,"0,42",13882741,"43,12","0,00","0,00",3056112,2082
linked.Mfu,"41,85",1274748,1771364,3046112,1761364,"100,00",13882741,"39,77","0,00","0,00",3056112,1591
linked.Lru_TinyLfuBoost,"68,87",2097889,948223,3046112,938223,"3,99",13882741,"65,76","0,00","0,00",3046112,1725
linked.Lru_TinyLfu,"68,87",2097889,948223,3046112,938223,"3,99",13882741,"65,76","0,00","0,00",3046112,1541
linked.Lru_Secondary,"69,81",2126530,919582,3046112,909582,"4,65",13882741,"67,11","0,00","0,00",3046112,1503
linked.Lru,"70,96",2161455,884657,3046112,874657,"100,00",13882741,"66,96","0,00","0,00",3046112,1210
linked.Lfucostboost_TinyLfuBoost,"59,11",1800675,1245437,3046112,1235437,"0,70",13882741,"57,27","0,00","0,00",3056112,2094
linked.Lfucostboost_TinyLfu,"59,11",1800675,1245437,3046112,1235437,"0,70",13882741,"57,27","0,00","0,00",3056112,2104
linked.Lfucostboost_Secondary,"58,03",1767545,1278567,3046112,1268567,"1,02",13882741,"57,93","0,00","0,00",3056112,1986
linked.Lfucostboost,"55,01",1675789,1370323,3046112,1360323,"100,00",13882741,"53,24","0,00","0,00",3056112,1365
linked.Lfu_TinyLfuBoost,"59,11",1800675,1245437,3046112,1235437,"0,70",13882741,"57,27","0,00","0,00",3056112,1806
linked.Lfu_TinyLfu,"59,11",1800675,1245437,3046112,1235437,"0,70",13882741,"57,27","0,00","0,00",3056112,1999
linked.Lfu_Secondary,"58,03",1767545,1278567,3046112,1268567,"1,02",13882741,"57,93","0,00","0,00",3056112,2027
linked.Lfu,"55,01",1675789,1370323,3046112,1360323,"100,00",13882741,"53,24","0,00","0,00",3056112,1440
linked.Fifo_TinyLfuBoost,"50,89",1550147,1495965,3046112,1485965,"0,34",13882741,"47,66","0,00","0,00",3046112,1723
linked.Fifo_TinyLfu,"50,89",1550147,1495965,3046112,1485965,"0,34",13882741,"47,66","0,00","0,00",3046112,1734
linked.Fifo_Secondary,"57,93",1764694,1281418,3046112,1271418,"1,54",13882741,"55,80","0,00","0,00",3046112,1519
linked.Fifo,"66,94",2038933,1007179,3046112,997179,"100,00",13882741,"62,42","0,00","0,00",3046112,1032
linked.Clock_TinyLfuBoost,"69,44",2115132,930980,3046112,920980,"4,10",13882741,"66,30","0,00","0,00",3201743,1588
linked.Clock_TinyLfu,"69,44",2115132,930980,3046112,920980,"4,10",13882741,"66,30","0,00","0,00",3201743,1520
linked.Clock_Secondary,"69,76",2125045,921067,3046112,911067,"4,90",13882741,"67,17","0,00","0,00",3213880,1623
linked.Clock,"71,44",2176132,869980,3046112,859980,"100,00",13882741,"67,50","0,00","0,00",3563905,1179
heap.Skip_TinyLfuBoost,"49,41",1505007,1541105,3046112,1531105,"0,01",13882741,"49,76","0,00","0,00",3046112,68060
heap.Skip_TinyLfu,"49,41",1505007,1541105,3046112,1531105,"0,01",13882741,"49,76","0,00","0,00",3046112,66808
heap.Skip_Secondary,"49,44",1506116,1539996,3046112,1529996,"0,03",13882741,"50,12","0,00","0,00",3046112,54387
heap.Skip,"49,56",1509797,1536315,3046112,1526315,"100,00",13882741,"49,75","0,00","0,00",3046112,3530
heap.One_TinyLfuBoost,"49,51",1508189,1537923,3046112,1527923,"0,01",13882741,"49,82","0,00","0,00",3046112,46948
heap.One_TinyLfu,"49,51",1508189,1537923,3046112,1527923,"0,01",13882741,"49,82","0,00","0,00",3046112,47535
heap.One_Secondary,"49,51",1508232,1537880,3046112,1527880,"0,02",13882741,"50,21","0,00","0,00",3046112,51504
heap.One,"49,64",1512062,1534050,3046112,1524050,"100,00",13882741,"49,85","0,00","0,00",3046112,3026
heap.None_TinyLfuBoost,"49,51",1508189,1537923,3046112,1527923,"0,01",13882741,"49,82","0,00","0,00",3046112,45314
heap.None_TinyLfu,"49,51",1508189,1537923,3046112,1527923,"0,01",13882741,"49,82","0,00","0,00",3046112,46281
heap.None_Secondary,"49,51",1508232,1537880,3046112,1527880,"0,02",13882741,"50,21","0,00","0,00",3046112,52762
heap.None,"49,64",1512062,1534050,3046112,1524050,"100,00",13882741,"49,85","0,00","0,00",3046112,1791
heap.Boost_TinyLfuBoost,"49,35",1503355,1542757,3046112,1532757,"0,00",13882741,"49,76","0,00","0,00",3046112,91704
heap.Boost_TinyLfu,"49,35",1503355,1542757,3046112,1532757,"0,00",13882741,"49,76","0,00","0,00",3046112,93436
heap.Boost_Secondary,"49,19",1498485,1547627,3046112,1537627,"0,02",13882741,"49,98","0,00","0,00",3046112,92929
heap.Boost,"49,26",1500450,1545662,3046112,1535662,"100,00",13882741,"49,52","0,00","0,00",3046112,26792
