Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuBoost,"69,72",2123900,922212,3046112,912212,"5,28",13882741,"66,25","0,00","0,00",3046112,31235
sampled.Random_TinyLfu,"69,72",2123900,922212,3046112,912212,"5,28",13882741,"66,25","0,00","0,00",3046112,27269
sampled.Random_Secondary,"69,87",2128210,917902,3046112,907902,"6,81",13882741,"65,84","0,00","0,00",3046112,27582
sampled.Random,"66,20",2016422,1029690,3046112,1019690,"100,00",13882741,"61,62","0,00","0,00",3046112,22964
sampled.Lru_TinyLfuBoost,"70,71",2153823,892289,3046112,882289,"5,64",13882741,"67,37","0,00","0,00",10104424,27191
sampled.Lru_TinyLfu,"70,71",2153823,892289,3046112,882289,"5,64",13882741,"67,37","0,00","0,00",10104424,26474
sampled.Lru_Secondary,"70,85",2158310,887802,3046112,877802,"7,13",13882741,"67,03","0,00","0,00",10068528,27597
sampled.Lru,"70,77",2155652,890460,3046112,880460,"100,00",13882741,"66,71","0,00","0,00",10089792,12685
sampled.Lfu_TinyLfuBoost,"69,83",2127197,918915,3046112,908915,"5,48",13882741,"66,36","0,00","0,00",10317432,26916
sampled.Lfu_TinyLfu,"69,83",2127197,918915,3046112,908915,"5,48",13882741,"66,36","0,00","0,00",10317432,28650
sampled.Lfu_Secondary,"70,03",2133131,912981,3046112,902981,"7,51",13882741,"66,07","0,00","0,00",10269960,27281
sampled.Lfu,"71,22",2169575,876537,3046112,866537,"100,00",13882741,"67,04","0,00","0,00",9978408,31396
sampled.Hyperbolic_TinyLfuBoost,"70,00",2132174,913938,3046112,903938,"6,13",13882741,"66,53","0,00","0,00",10277616,26935
sampled.Hyperbolic_TinyLfu,"70,00",2132174,913938,3046112,903938,"6,13",13882741,"66,53","0,00","0,00",10277616,27864
sampled.Hyperbolic_Secondary,"70,23",2139301,906811,3046112,896811,"8,54",13882741,"66,28","0,00","0,00",10220600,28493
sampled.Hyperbolic,"71,32",2172621,873491,3046112,863491,"100,00",13882741,"67,17","0,00","0,00",9954040,30159
sampled.Fifo_TinyLfuBoost,"66,72",2032419,1013693,3046112,1003693,"3,88",13882741,"62,96","0,00","0,00",11075656,28001
sampled.Fifo_TinyLfu,"66,72",2032419,1013693,3046112,1003693,"3,88",13882741,"62,96","0,00","0,00",11075656,35093
sampled.Fifo_Secondary,"66,78",2034302,1011810,3046112,1001810,"4,75",13882741,"62,53","0,00","0,00",11060592,30176
sampled.Fifo,"66,82",2035265,1010847,3046112,1000847,"100,00",13882741,"62,31","0,00","0,00",11052888,10512
product.Guava,"70,95",2161173,884939,3046112,874939,"100,00",13882741,"66,95","0,00","0,00",,4876
product.ElasticSearch,"70,96",2161455,884657,3046112,874657,"100,00",13882741,"66,96","0,00","0,00",,4568
product.Caffeine,"73,57",2240878,805234,3046112,795234,"100,00",13882741,"70,01","0,00","0,00",,5425
product.Cache2k,"73,63",2242984,803128,3046112,793129,"100,00",13882741,"69,76","0,00","0,00",,4741
linked.Lru_TinyLfuBoost,"68,87",2097889,948223,3046112,938223,"3,99",13882741,"65,76","0,00","0,00",3046112,1557
linked.Lru_TinyLfu,"68,87",2097889,948223,3046112,938223,"3,99",13882741,"65,76","0,00","0,00",3046112,1624
linked.Lru_Secondary,"69,48",2116325,929787,3046112,919787,"4,72",13882741,"66,06","0,00","0,00",3046112,1449
linked.Lru,"70,96",2161455,884657,3046112,874657,"100,00",13882741,"66,96","0,00","0,00",3046112,1190
linked.Lfucostboost_TinyLfuBoost,"59,11",1800675,1245437,3046112,1235437,"0,70",13882741,"57,27","0,00","0,00",3056112,2173
linked.Lfucostboost_TinyLfu,"59,11",1800675,1245437,3046112,1235437,"0,70",13882741,"57,27","0,00","0,00",3056112,1780
linked.Lfucostboost_Secondary,"58,51",1782241,1263871,3046112,1253871,"0,99",13882741,"55,77","0,00","0,00",3056112,1808
linked.Lfucostboost,"55,01",1675789,1370323,3046112,1360323,"100,00",13882741,"53,24","0,00","0,00",3056112,1533
linked.Lfu_TinyLfuBoost,"59,11",1800675,1245437,3046112,1235437,"0,70",13882741,"57,27","0,00","0,00",3056112,1692
linked.Lfu_TinyLfu,"59,11",1800675,1245437,3046112,1235437,"0,70",13882741,"57,27","0,00","0,00",3056112,1823
linked.Lfu_Secondary,"58,51",1782241,1263871,3046112,1253871,"0,99",13882741,"55,77","0,00","0,00",3056112,1771
linked.Lfu,"55,01",1675789,1370323,3046112,1360323,"100,00",13882741,"53,24","0,00","0,00",3056112,1382
linked.Fifo_TinyLfuBoost,"50,89",1550147,1495965,3046112,1485965,"0,34",13882741,"47,66","0,00","0,00",3046112,2230
linked.Fifo_TinyLfu,"50,89",1550147,1495965,3046112,1485965,"0,34",13882741,"47,66","0,00","0,00",3046112,1759
linked.Fifo_Secondary,"52,97",1613649,1432463,3046112,1422463,"0,72",13882741,"49,42","0,00","0,00",3046112,1495
linked.Fifo,"66,94",2038933,1007179,3046112,997179,"100,00",13882741,"62,42","0,00","0,00",3046112,1072
linked.Clock_TinyLfuBoost,"69,44",2115132,930980,3046112,920980,"4,10",13882741,"66,30","0,00","0,00",3201743,1495
linked.Clock_TinyLfu,"69,44",2115132,930980,3046112,920980,"4,10",13882741,"66,30","0,00","0,00",3201743,1347
linked.Clock_Secondary,"69,26",2109734,936378,3046112,926378,"4,92",13882741,"65,80","0,00","0,00",3209474,1347
linked.Clock,"71,44",2176132,869980,3046112,859980,"100,00",13882741,"67,50","0,00","0,00",3563905,1200
heap.Skip_TinyLfuBoost,"49,41",1505007,1541105,3046112,1531105,"0,01",13882741,"49,76","0,00","0,00",3046112,44868
heap.Skip_TinyLfu,"49,41",1505007,1541105,3046112,1531105,"0,01",13882741,"49,76","0,00","0,00",3046112,47981
