Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"0,21",10882,5164486,5175368,5163834,"1,32",283041440768,"0,02","0,00","0,00",5175368,5495
sampled.Random_TinyLfuBoost,"0,37",18947,5156421,5175368,5155767,"0,47",283041440768,"0,03","0,00","0,00",5175368,6451
sampled.Random_TinyLfu,"0,37",19261,5156107,5175368,5155302,"0,15",283041440768,"0,03","0,00","0,00",5175368,7787
sampled.Random_Threshold15,"0,32",16680,5158688,5175368,5157976,"85,59",283041440768,"0,02","0,00","0,00",5175368,7910
sampled.Random_Secondary,"0,37",19349,5156019,5175368,5155195,"0,28",283041440768,"0,03","0,00","0,00",5175368,9562
sampled.Random_Comparison,"0,11",5631,5169737,5175368,5169092,"4,41",283041440768,"0,01","0,00","0,00",5175368,2471
sampled.Random,"0,32",16681,5158687,5175368,5157986,"100,00",283041440768,"0,02","0,00","0,00",5175368,4103
sampled.Mru_TinyLfuMulti,"0,21",10905,5164463,5175368,5163812,"1,74",283041440768,"0,02","0,00","0,00",46485864,10632
sampled.Mru_TinyLfuBoost,"0,36",18694,5156674,5175368,5156016,"0,91",283041440768,"0,03","0,00","0,00",46423496,10888
sampled.Mru_TinyLfu,"0,37",19244,5156124,5175368,5155351,"0,09",283041440768,"0,03","0,00","0,00",46418176,11724
sampled.Mru_Threshold15,"0,16",8405,5166963,5175368,5166300,"85,41",283041440768,"0,01","0,00","0,00",46505768,11240
sampled.Mru_Secondary,"0,37",19340,5156028,5175368,5155258,"0,14",283041440768,"0,03","0,00","0,00",46417432,13509
sampled.Mru_Comparison,"0,05",2426,5172942,5175368,5172296,"8,42",283041440768,"0,00","0,00","0,00",46553736,7919
sampled.Mru,"0,16",8269,5167099,5175368,5166423,"100,00",283041440768,"0,01","0,00","0,00",46506752,8846
sampled.Mfu_TinyLfuMulti,"0,09",4769,5170599,5175368,5169947,"1,08",283041440768,"0,01","0,00","0,00",46534944,11373
sampled.Mfu_TinyLfuBoost,"0,36",18715,5156653,5175368,5155983,"0,15",283041440768,"0,03","0,00","0,00",46423232,11055
sampled.Mfu_TinyLfu,"0,38",19428,5155940,5175368,5154965,"0,18",283041440768,"0,03","0,00","0,00",46415088,14873
sampled.Mfu_Threshold15,"0,27",14132,5161236,5175368,5160527,"85,59",283041440768,"0,02","0,00","0,00",46459584,11967
sampled.Mfu_Secondary,"0,38",19505,5155863,5175368,5154919,"0,25",283041440768,"0,03","0,00","0,00",46414720,17056
sampled.Mfu_Comparison,"0,03",1652,5173716,5175368,5173075,"5,53",283041440768,"0,00","0,00","0,00",46559968,9599
sampled.Mfu,"0,27",13987,5161381,5175368,5160668,"100,00",283041440768,"0,02","0,00","0,00",46460712,7731
sampled.Lru_TinyLfuMulti,"0,14",7129,5168239,5175368,5167592,"0,30",283041440768,"0,01","0,00","0,00",46516104,11640
sampled.Lru_TinyLfuBoost,"0,36",18684,5156684,5175368,5156025,"0,13",283041440768,"0,03","0,00","0,00",46423568,11408
sampled.Lru_TinyLfu,"0,37",19254,5156114,5175368,5154849,"0,21",283041440768,"0,03","0,00","0,00",46414160,16062
sampled.Lru_Threshold15,"0,33",17236,5158132,5175368,5157415,"85,59",283041440768,"0,02","0,00","0,00",46434688,11954
sampled.Lru_Secondary,"0,37",19243,5156125,5175368,5154685,"0,27",283041440768,"0,03","0,00","0,00",46412848,17007
sampled.Lru_Comparison,"0,23",11735,5163633,5175368,5162987,"2,75",283041440768,"0,02","0,00","0,00",46479264,11374
sampled.Lru,"0,33",17277,5158091,5175368,5157384,"100,00",283041440768,"0,02","0,00","0,00",46434440,8116
sampled.Lfu_TinyLfuMulti,"0,28",14464,5160904,5175368,5160251,"1,79",283041440768,"0,02","0,00","0,00",46457376,10639
sampled.Lfu_TinyLfuBoost,"0,37",19012,5156356,5175368,5155702,"0,53",283041440768,"0,03","0,00","0,00",46420984,11567
sampled.Lfu_TinyLfu,"0,37",19249,5156119,5175368,5155438,"0,15",283041440768,"0,03","0,00","0,00",46418872,11785
sampled.Lfu_Threshold15,"0,35",18158,5157210,5175368,5156492,"85,59",283041440768,"0,03","0,00","0,00",46427304,13435
sampled.Lfu_Secondary,"0,37",19350,5156018,5175368,5155315,"0,22",283041440768,"0,03","0,00","0,00",46417888,12668
sampled.Lfu_Comparison,"0,31",15805,5159563,5175368,5158918,"10,55",283041440768,"0,02","0,00","0,00",46446712,8500
sampled.Lfu,"0,35",18271,5157097,5175368,5156383,"100,00",283041440768,"0,03","0,00","0,00",46426432,8398
sampled.Hyperbolic_TinyLfuMulti,"0,26",13257,5162111,5175368,5161464,"1,80",283041440768,"0,02","0,00","0,00",46467080,13086
sampled.Hyperbolic_TinyLfuBoost,"0,37",19000,5156368,5175368,5155714,"0,57",283041440768,"0,03","0,00","0,00",46421080,12479
sampled.Hyperbolic_TinyLfu,"0,37",19250,5156118,5175368,5155434,"0,13",283041440768,"0,03","0,00","0,00",46418840,12947
sampled.Hyperbolic_Threshold15,"0,35",18006,5157362,5175368,5156632,"85,59",283041440768,"0,03","0,00","0,00",46428424,13298
sampled.Hyperbolic_Secondary,"0,37",19351,5156017,5175368,5155303,"0,25",283041440768,"0,03","0,00","0,00",46417792,13374
sampled.Hyperbolic_Comparison,"0,25",12838,5162530,5175368,5161885,"5,65",283041440768,"0,02","0,00","0,00",46470448,11772
sampled.Hyperbolic,"0,34",17784,5157584,5175368,5156846,"100,00",283041440768,"0,03","0,00","0,00",46430136,9513
sampled.Fifo_TinyLfuMulti,"0,10",5315,5170053,5175368,5169405,"0,30",283041440768,"0,01","0,00","0,00",46530608,11728
sampled.Fifo_TinyLfuBoost,"0,36",18626,5156742,5175368,5156085,"0,21",283041440768,"0,03","0,00","0,00",46424048,12892
sampled.Fifo_TinyLfu,"0,37",19225,5156143,5175368,5155221,"0,20",283041440768,"0,03","0,00","0,00",46417136,17791
sampled.Fifo_Threshold15,"0,32",16733,5158635,5175368,5157927,"85,59",283041440768,"0,02","0,00","0,00",46438784,11356
sampled.Fifo_Secondary,"0,37",19235,5156133,5175368,5155225,"0,26",283041440768,"0,03","0,00","0,00",46417168,20329
sampled.Fifo_Comparison,"0,10",5212,5170156,5175368,5169508,"2,80",283041440768,"0,01","0,00","0,00",46531432,9764
sampled.Fifo,"0,32",16745,5158623,5175368,5157916,"100,00",283041440768,"0,02","0,00","0,00",46438696,7606
product.Guava,"0,33",17261,5158107,5175368,5158036,"100,00",283041440768,"0,02","0,00","0,00",,8124
product.ElasticSearch,"0,33",17273,5158095,5175368,5158023,"100,00",283041440768,"0,02","0,00","0,00",,9403
product.Caffeine,"0,38",19447,5155921,5175368,5155539,"100,00",283041440768,"0,03","0,00","0,00",,11598
product.Cache2k,"0,37",19269,5156099,5175368,5156005,"100,00",283041440768,"0,03","0,00","0,00",,16810
linked.Mru_TinyLfuMulti,"0,03",1682,5173686,5175368,5173045,"2,63",283041440768,"0,00","0,00","0,00",5309531,4991
linked.Mru_TinyLfuBoost,"0,30",15478,5159890,5175368,5159166,"0,46",283041440768,"0,02","0,00","0,00",5198716,6132
linked.Mru_TinyLfu,"0,36",18733,5156635,5175368,5155904,"0,00",283041440768,"0,03","0,00","0,00",5175369,5228
linked.Mru_Threshold15,"0,06",2874,5172494,5175368,5171837,"85,64",283041440768,"0,00","0,00","0,00",5335896,5572
linked.Mru_Secondary,"0,35",18059,5157309,5175368,5156562,"0,00",283041440768,"0,03","0,00","0,00",5175369,4994
linked.Mru_Comparison,"0,01",754,5174614,5175368,5173971,"7,65",283041440768,"0,00","0,00","0,00",5313983,2496
linked.Mru,"0,06",2903,5172465,5175368,5171808,"100,00",283041440768,"0,00","0,00","0,00",5380688,2184
linked.Mfu_TinyLfuMulti,"0,00",238,5175130,5175368,5174412,"0,00",283041440768,"0,00","0,00","0,00",5176209,4775
linked.Mfu_TinyLfuBoost,"0,24",12619,5162749,5175368,5162093,"0,01",283041440768,"0,02","0,00","0,00",5176208,5885
linked.Mfu_TinyLfu,"0,36",18730,5156638,5175368,5155908,"0,00",283041440768,"0,03","0,00","0,00",5176098,5321
linked.Mfu_Threshold15,"0,19",9766,5165602,5175368,5164895,"85,59",283041440768,"0,01","0,00","0,00",5376783,5463
linked.Mfu_Secondary,"0,33",17314,5158054,5175368,5157310,"0,00",283041440768,"0,03","0,00","0,00",5176112,5253
linked.Mfu_Comparison,"0,00",219,5175149,5175368,5174431,"2,66",283041440768,"0,00","0,00","0,00",5182546,2496
linked.Mfu,"0,19",9755,5165613,5175368,5164905,"100,00",283041440768,"0,01","0,00","0,00",5438527,2912
linked.Lru_TinyLfuMulti,"0,00",217,5175151,5175368,5174433,"0,00",283041440768,"0,00","0,00","0,00",5175498,4834
linked.Lru_TinyLfuBoost,"0,36",18444,5156924,5175368,5156273,"0,02",283041440768,"0,03","0,00","0,00",5176011,6703
linked.Lru_TinyLfu,"0,40",20875,5154493,5175368,5153404,"0,01",283041440768,"0,03","0,00","0,00",5175796,4670
linked.Lru_Threshold15,"0,33",17241,5158127,5175368,5157417,"85,59",283041440768,"0,02","0,00","0,00",5374753,5790
