Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"82,28",1569699,338074,1907773,238074,"14,61",56874608640,"79,53","0,00","0,00",1907773,31986
sampled.Random_TinyLfuBoost,"81,84",1561281,346492,1907773,246492,"21,22",56874608640,"80,55","0,00","0,00",1907773,34301
sampled.Random_TinyLfu,"82,28",1569699,338074,1907773,238074,"14,61",56874608640,"79,53","0,00","0,00",1907773,32667
sampled.Random_Threshold15,"80,90",1543447,364326,1907773,264326,"100,00",56874608640,"76,64","0,00","0,00",1907773,22271
sampled.Random_Secondary,"80,90",1543447,364326,1907773,264326,"100,00",56874608640,"76,64","0,00","0,00",1907773,24070
sampled.Random_Comparison,"75,74",1444911,462862,1907773,362862,"100,00",56874608640,"73,86","0,00","0,00",1907773,45704
sampled.Random,"80,90",1543447,364326,1907773,264326,"100,00",56874608640,"76,64","0,00","0,00",1907773,24241
sampled.Mru_TinyLfuMulti,"80,76",1540709,367064,1907773,267064,"5,67",56874608640,"78,67","0,00","0,00",4044285,36841
sampled.Mru_TinyLfuBoost,"80,17",1529389,378384,1907773,278384,"7,93",56874608640,"79,50","0,00","0,00",4134845,40566
sampled.Mru_TinyLfu,"80,76",1540709,367064,1907773,267064,"5,67",56874608640,"78,67","0,00","0,00",4044285,36040
sampled.Mru_Threshold15,"76,83",1465733,442040,1907773,342040,"100,00",56874608640,"73,08","0,00","0,00",4644093,43376
sampled.Mru_Secondary,"76,83",1465733,442040,1907773,342040,"100,00",56874608640,"73,08","0,00","0,00",4644093,40288
sampled.Mru_Comparison,"75,74",1444911,462862,1907773,362862,"100,00",56874608640,"73,86","0,00","0,00",4810669,49369
sampled.Mru,"76,83",1465733,442040,1907773,342040,"100,00",56874608640,"73,08","0,00","0,00",4644093,41572
sampled.Mfu_TinyLfuMulti,"80,54",1536609,371164,1907773,271164,"3,35",56874608640,"78,79","0,00","0,00",4077085,33489
sampled.Mfu_TinyLfuBoost,"80,12",1528553,379220,1907773,279220,"7,08",56874608640,"79,23","0,00","0,00",4141533,37936
sampled.Mfu_TinyLfu,"80,54",1536609,371164,1907773,271164,"3,35",56874608640,"78,79","0,00","0,00",4077085,39537
sampled.Mfu_Threshold15,"76,99",1468767,439006,1907773,339006,"100,00",56874608640,"72,96","0,00","0,00",4619821,29730
sampled.Mfu_Secondary,"76,99",1468767,439006,1907773,339006,"100,00",56874608640,"72,96","0,00","0,00",4619821,33679
sampled.Mfu_Comparison,"75,74",1444911,462862,1907773,362862,"100,00",56874608640,"73,86","0,00","0,00",4810669,51526
sampled.Mfu,"76,99",1468767,439006,1907773,339006,"100,00",56874608640,"72,96","0,00","0,00",4619821,33544
sampled.Lru_TinyLfuMulti,"83,17",1586735,321038,1907773,221038,"19,76",56874608640,"80,19","0,00","0,00",3676077,29879
sampled.Lru_TinyLfuBoost,"82,73",1578343,329430,1907773,229430,"27,30",56874608640,"81,00","0,00","0,00",3743213,32001
sampled.Lru_TinyLfu,"83,17",1586735,321038,1907773,221038,"19,76",56874608640,"80,19","0,00","0,00",3676077,28873
sampled.Lru_Threshold15,"82,22",1568588,339185,1907773,239185,"100,00",56874608640,"77,58","0,00","0,00",3821253,16394
sampled.Lru_Secondary,"82,22",1568588,339185,1907773,239185,"100,00",56874608640,"77,58","0,00","0,00",3821253,17458
sampled.Lru_Comparison,"75,74",1444911,462862,1907773,362862,"100,00",56874608640,"73,86","0,00","0,00",4810669,47651
sampled.Lru,"82,22",1568588,339185,1907773,239185,"100,00",56874608640,"77,58","0,00","0,00",3821253,16467
sampled.Lfu_TinyLfuMulti,"83,27",1588538,319235,1907773,219235,"20,59",56874608640,"80,37","0,00","0,00",3661653,30639
sampled.Lfu_TinyLfuBoost,"82,76",1578903,328870,1907773,228870,"29,41",56874608640,"81,26","0,00","0,00",3738733,30229
sampled.Lfu_TinyLfu,"83,27",1588538,319235,1907773,219235,"20,59",56874608640,"80,37","0,00","0,00",3661653,30104
sampled.Lfu_Threshold15,"82,31",1570314,337459,1907773,237459,"100,00",56874608640,"78,50","0,00","0,00",3807445,28099
sampled.Lfu_Secondary,"82,31",1570314,337459,1907773,237459,"100,00",56874608640,"78,50","0,00","0,00",3807445,25755
sampled.Lfu_Comparison,"75,74",1444911,462862,1907773,362862,"100,00",56874608640,"73,86","0,00","0,00",4810669,52396
sampled.Lfu,"82,31",1570314,337459,1907773,237459,"100,00",56874608640,"78,50","0,00","0,00",3807445,29854
sampled.Hyperbolic_TinyLfuMulti,"83,27",1588656,319117,1907773,219117,"20,81",56874608640,"80,38","0,00","0,00",3660709,27237
sampled.Hyperbolic_TinyLfuBoost,"82,76",1578963,328810,1907773,228810,"29,90",56874608640,"81,29","0,00","0,00",3738253,29312
sampled.Hyperbolic_TinyLfu,"83,27",1588656,319117,1907773,219117,"20,81",56874608640,"80,38","0,00","0,00",3660709,30712
sampled.Hyperbolic_Threshold15,"82,16",1567388,340385,1907773,240385,"100,00",56874608640,"78,19","0,00","0,00",3830853,26854
sampled.Hyperbolic_Secondary,"82,16",1567388,340385,1907773,240385,"100,00",56874608640,"78,19","0,00","0,00",3830853,27070
sampled.Hyperbolic_Comparison,"75,74",1444911,462862,1907773,362862,"100,00",56874608640,"73,86","0,00","0,00",4810669,53920
sampled.Hyperbolic,"82,16",1567388,340385,1907773,240385,"100,00",56874608640,"78,19","0,00","0,00",3830853,29101
sampled.Fifo_TinyLfuMulti,"80,91",1543505,364268,1907773,264268,"11,41",56874608640,"78,11","0,00","0,00",4021917,35503
sampled.Fifo_TinyLfuBoost,"80,28",1531609,376164,1907773,276164,"14,87",56874608640,"79,11","0,00","0,00",4117085,38522
sampled.Fifo_TinyLfu,"80,91",1543505,364268,1907773,264268,"11,41",56874608640,"78,11","0,00","0,00",4021917,39078
sampled.Fifo_Threshold15,"80,10",1528071,379702,1907773,279702,"100,00",56874608640,"75,44","0,00","0,00",4145389,13563
sampled.Fifo_Secondary,"80,10",1528071,379702,1907773,279702,"100,00",56874608640,"75,44","0,00","0,00",4145389,15807
sampled.Fifo_Comparison,"75,74",1444911,462862,1907773,362862,"100,00",56874608640,"73,86","0,00","0,00",4810669,48228
sampled.Fifo,"80,10",1528071,379702,1907773,279702,"100,00",56874608640,"75,44","0,00","0,00",4145389,14818
product.Guava,"81,82",1560933,346840,1907773,246840,"100,00",56874608640,"77,08","0,00","0,00",,3225
product.ElasticSearch,"81,81",1560677,347096,1907773,247096,"100,00",56874608640,"77,05","0,00","0,00",,3468
product.Caffeine,"83,46",1592173,315600,1907773,215600,"100,00",56874608640,"80,08","0,00","0,00",,3416
product.Cache2k,"83,58",1594503,313270,1907773,213271,"100,00",56874608640,"79,78","0,00","0,00",,3321
linked.Mru_TinyLfuMulti,"67,16",1281283,626490,1907773,526490,"2,51",56874608640,"77,20","0,00","0,00",1907773,1536
linked.Mru_TinyLfuBoost,"77,79",1484038,423735,1907773,323735,"1,21",56874608640,"76,35","0,00","0,00",1907773,1532
linked.Mru_TinyLfu,"78,58",1499110,408663,1907773,308663,"1,05",56874608640,"77,40","0,00","0,00",1907773,1663
linked.Mru_Threshold15,"49,56",945436,962337,1907773,862337,"100,00",56874608640,"64,59","0,00","0,00",1907773,1284
linked.Mru_Secondary,"78,37",1495115,412658,1907773,312658,"1,46",56874608640,"76,75","0,00","0,00",1907773,1476
linked.Mru_Comparison,"45,64",870616,1037157,1907773,937157,"16,00",56874608640,"71,33","0,00","0,00",1907773,979
linked.Mru,"49,56",945436,962337,1907773,862337,"100,00",56874608640,"64,59","0,00","0,00",1907773,1118
linked.Mfu_TinyLfuMulti,"56,98",1087041,820732,1907773,720732,"0,01",56874608640,"70,60","0,00","0,00",2007773,1682
linked.Mfu_TinyLfuBoost,"73,49",1402046,505727,1907773,405727,"0,04",56874608640,"73,35","0,00","0,00",2007773,2316
linked.Mfu_TinyLfu,"75,74",1444911,462862,1907773,362862,"0,00",56874608640,"73,86","0,00","0,00",2007773,1298
linked.Mfu_Threshold15,"62,99",1201763,706010,1907773,606010,"99,10",56874608640,"63,47","0,00","0,00",2007773,1340
linked.Mfu_Secondary,"66,67",1271836,635937,1907773,535937,"0,00",56874608640,"72,20","0,00","0,00",2007773,1648
linked.Mfu_Comparison,"38,45",733530,1174243,1907773,1074243,"4,88",56874608640,"61,33","0,00","0,00",2007773,1304
linked.Mfu,"63,14",1204473,703300,1907773,603300,"100,00",56874608640,"63,59","0,00","0,00",2007773,1152
linked.Lru_TinyLfuMulti,"79,38",1514321,393452,1907773,293452,"5,82",56874608640,"80,17","0,00","0,00",1907773,1515
linked.Lru_TinyLfuBoost,"82,43",1572528,335245,1907773,235245,"17,39",56874608640,"80,30","0,00","0,00",1907773,1477
linked.Lru_TinyLfu,"82,25",1569186,338587,1907773,238587,"8,28",56874608640,"79,69","0,00","0,00",1907773,1589
linked.Lru_Threshold15,"81,84",1561410,346363,1907773,246363,"98,23",56874608640,"77,14","0,00","0,00",1907773,1417
linked.Lru_Secondary,"83,14",1586179,321594,1907773,221594,"15,40",56874608640,"79,88","0,00","0,00",1907773,1411
linked.Lru_Comparison,"79,89",1524131,383642,1907773,283642,"16,09",56874608640,"80,68","0,00","0,00",1907773,976
linked.Lru,"81,81",1560677,347096,1907773,247096,"100,00",56874608640,"77,05","0,00","0,00",1907773,1152
linked.Lfucostboost_TinyLfuMulti,"80,35",1532820,374953,1907773,274953,"10,60",56874608640,"80,46","0,00","0,00",2007773,1542
linked.Lfucostboost_TinyLfuBoost,"82,50",1573972,333801,1907773,233801,"18,18",56874608640,"80,54","0,00","0,00",2007773,2177
linked.Lfucostboost_TinyLfu,"83,58",1594585,313188,1907773,213188,"18,40",56874608640,"80,32","0,00","0,00",2007773,1393
linked.Lfucostboost_Threshold15,"78,62",1499947,407826,1907773,307826,"98,55",56874608640,"73,57","0,00","0,00",2007773,1188
linked.Lfucostboost_Secondary,"83,32",1589484,318289,1907773,218289,"30,06",56874608640,"79,31","0,00","0,00",2007773,1649
linked.Lfucostboost_Comparison,"79,34",1513676,394097,1907773,294097,"13,34",56874608640,"80,71","0,00","0,00",2007773,957
linked.Lfucostboost,"78,67",1500879,406894,1907773,306894,"100,00",56874608640,"73,55","0,00","0,00",2007773,1227
linked.Lfu_TinyLfuMulti,"80,35",1532820,374953,1907773,274953,"10,60",56874608640,"80,46","0,00","0,00",2007773,1354
linked.Lfu_TinyLfuBoost,"82,50",1573972,333801,1907773,233801,"18,18",56874608640,"80,54","0,00","0,00",2007773,2164
linked.Lfu_TinyLfu,"83,58",1594585,313188,1907773,213188,"18,40",56874608640,"80,32","0,00","0,00",2007773,1515
linked.Lfu_Threshold15,"78,62",1499947,407826,1907773,307826,"98,55",56874608640,"73,57","0,00","0,00",2007773,1314
linked.Lfu_Secondary,"83,32",1589484,318289,1907773,218289,"30,06",56874608640,"79,31","0,00","0,00",2007773,1556
linked.Lfu_Comparison,"79,34",1513676,394097,1907773,294097,"13,34",56874608640,"80,71","0,00","0,00",2007773,1348
linked.Lfu,"78,67",1500879,406894,1907773,306894,"100,00",56874608640,"73,55","0,00","0,00",2007773,1037
linked.Fifo_TinyLfuMulti,"73,53",1402769,505004,1907773,405004,"0,06",56874608640,"73,91","0,00","0,00",1907773,1397
linked.Fifo_TinyLfuBoost,"75,64",1443041,464732,1907773,364732,"0,07",56874608640,"73,91","0,00","0,00",1907773,1836
linked.Fifo_TinyLfu,"75,74",1444904,462869,1907773,362869,"0,00",56874608640,"73,86","0,00","0,00",1907773,1199
linked.Fifo_Threshold15,"79,00",1507066,400707,1907773,300707,"99,30",56874608640,"74,01","0,00","0,00",1907773,935
linked.Fifo_Secondary,"74,50",1421361,486412,1907773,386412,"0,00",56874608640,"73,69","0,00","0,00",1907773,1187
linked.Fifo_Comparison,"63,24",1206565,701208,1907773,601208,"9,51",56874608640,"75,94","0,00","0,00",1907773,899
linked.Fifo,"79,00",1507180,400593,1907773,300593,"100,00",56874608640,"73,98","0,00","0,00",1907773,919
linked.Clock_TinyLfuMulti,"80,34",1532611,375162,1907773,275162,"10,55",56874608640,"80,45","0,00","0,00",1980103,1274
linked.Clock_TinyLfuBoost,"82,46",1573092,334681,1907773,234681,"17,25",56874608640,"80,57","0,00","0,00",2026753,1469
linked.Clock_TinyLfu,"83,26",1588467,319306,1907773,219306,"15,10",56874608640,"80,08","0,00","0,00",1981456,1224
linked.Clock_Threshold15,"82,10",1566314,341459,1907773,241459,"98,15",56874608640,"77,60","0,00","0,00",2108296,1165
linked.Clock_Secondary,"82,64",1576637,331136,1907773,231136,"21,48",56874608640,"78,66","0,00","0,00",1999779,1449
linked.Clock_Comparison,"79,19",1510713,397060,1907773,297060,"11,96",56874608640,"80,37","0,00","0,00",1979809,854
linked.Clock,"82,14",1567036,340737,1907773,240737,"100,00",56874608640,"77,57","0,00","0,00",2108598,996
heap.Skip_TinyLfuMulti,"74,49",1421121,486652,1907773,386652,"0,00",56874608640,"73,70","0,00","0,00",1907773,150258
heap.Skip_TinyLfuBoost,"75,73",1444843,462930,1907773,362930,"0,00",56874608640,"73,86","0,00","0,00",1907773,117065
heap.Skip_TinyLfu,"75,74",1444907,462866,1907773,362866,"0,00",56874608640,"73,86","0,00","0,00",1907773,125839
heap.Skip_Threshold15,"74,85",1427955,479818,1907773,379818,"52,72",56874608640,"73,76","0,00","0,00",1907773,76306
heap.Skip_Secondary,"74,59",1423036,484737,1907773,384737,"0,01",56874608640,"73,70","0,00","0,00",1907773,100989
heap.Skip_Comparison,"74,42",1419750,488023,1907773,388023,"8,46",56874608640,"73,92","0,00","0,00",1907773,99436
heap.Skip,"76,37",1457009,450764,1907773,350764,"100,00",56874608640,"73,97","0,00","0,00",1907773,32985
heap.One_TinyLfuMulti,"75,74",1444922,462851,1907773,362851,"0,00",56874608640,"73,87","0,00","0,00",1907773,124324
