Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"53,20",2266755,1993694,4260449,1493694,"18,85",131261616,"53,54","0,00","0,00",4260449,2747412
sampled.Random_TinyLfuBoost,"56,19",2394086,1866363,4260449,1366363,"12,75",131261616,"50,72","0,00","0,00",4260449,2668933
sampled.Random_TinyLfu,"56,19",2394086,1866363,4260449,1366363,"12,75",131261616,"50,72","0,00","0,00",4260449,2690960
sampled.Random_Threshold,"46,62",1986398,2274051,4260449,1774051,"100,00",131261616,"42,55","0,00","0,00",4260449,2055762
sampled.Random_Secondary,"55,85",2379311,1881138,4260449,1381138,"19,96",131261616,"52,05","0,00","0,00",4260449,2611329
sampled.Random_Comparison,"43,51",1853862,2406587,4260449,1906587,"14,35",131261616,"49,74","0,00","0,00",4260449,3824183
sampled.Random,"46,62",1986399,2274050,4260449,1774050,"100,00",131261616,"42,55","0,00","0,00",4260449,1979490
sampled.Mru_TinyLfuMulti,"50,24",2140662,2119787,4260449,1619787,"11,37",131261616,"51,08","0,00","0,00",17218745,3173501
sampled.Mru_TinyLfuBoost,"53,93",2297629,1962820,4260449,1462820,"4,59",131261616,"48,55","0,00","0,00",15963009,3057564
sampled.Mru_TinyLfu,"53,93",2297629,1962820,4260449,1462820,"4,59",131261616,"48,55","0,00","0,00",15963009,2885619
sampled.Mru_Threshold,"38,34",1633543,2626906,4260449,2126906,"100,00",131261616,"36,17","0,00","0,00",21275697,3450540
sampled.Mru_Secondary,"53,69",2287513,1972936,4260449,1472936,"7,05",131261616,"49,29","0,00","0,00",16043937,2750665
sampled.Mru_Comparison,"38,20",1627590,2632859,4260449,2132859,"12,56",131261616,"46,48","0,00","0,00",21323321,3972173
sampled.Mru,"38,34",1633544,2626905,4260449,2126905,"100,00",131261616,"36,17","0,00","0,00",21275689,3325541
