Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
product.Cache2k,"48,70",78346,82545,160891,67546,"100,00",4789000704,"9,17","0,00","0,00",,2547
linked.Lfu,"48,69",78344,82547,160891,67547,"100,00",4789000704,"9,17","0,00","0,00",175891,222
linked.Lfucostboost,"48,69",78344,82547,160891,67547,"100,00",4789000704,"9,17","0,00","0,00",175891,179
linked.Lfucostboost_Threshold15,"48,67",78304,82587,160891,67587,"89,72",4789000704,"9,17","0,00","0,00",175891,152
linked.Lfu_Threshold15,"48,67",78304,82587,160891,67587,"89,72",4789000704,"9,17","0,00","0,00",175891,201
sampled.Lru_Secondary,"48,46",77961,82930,160891,67930,"100,00",4789000704,"9,24","0,00","0,00",704331,1352
sampled.Lru_Threshold15,"48,46",77961,82930,160891,67930,"100,00",4789000704,"9,24","0,00","0,00",704331,1634
sampled.Lru,"48,46",77961,82930,160891,67930,"100,00",4789000704,"9,24","0,00","0,00",704331,1646
linked.Clock,"48,42",77901,82990,160891,67990,"100,00",4789000704,"9,12","0,00","0,00",163820,74
product.ElasticSearch,"48,42",77896,82995,160891,67995,"100,00",4789000704,"9,12","0,00","0,00",,838
linked.Lru,"48,42",77896,82995,160891,67995,"100,00",4789000704,"9,12","0,00","0,00",160891,155
product.Guava,"48,41",77889,83002,160891,68002,"100,00",4789000704,"9,12","0,00","0,00",,1995
linked.Clock_Threshold15,"48,39",77859,83032,160891,68032,"89,85",4789000704,"9,11","0,00","0,00",163784,347
linked.Lru_Threshold15,"48,39",77856,83035,160891,68035,"89,90",4789000704,"9,11","0,00","0,00",160891,279
sampled.Hyperbolic_Secondary,"48,32",77744,83147,160891,68147,"100,00",4789000704,"9,17","0,00","0,00",706067,3869
sampled.Hyperbolic,"48,32",77744,83147,160891,68147,"100,00",4789000704,"9,17","0,00","0,00",706067,3696
sampled.Hyperbolic_Threshold15,"48,32",77744,83147,160891,68147,"100,00",4789000704,"9,17","0,00","0,00",706067,3757
sampled.Lfu,"48,32",77737,83154,160891,68154,"100,00",4789000704,"9,17","0,00","0,00",706123,4266
sampled.Lfu_Threshold15,"48,32",77737,83154,160891,68154,"100,00",4789000704,"9,17","0,00","0,00",706123,3609
sampled.Lfu_Secondary,"48,32",77737,83154,160891,68154,"100,00",4789000704,"9,17","0,00","0,00",706123,3462
sampled.Fifo_Secondary,"48,05",77302,83589,160891,68589,"100,00",4789000704,"9,12","0,00","0,00",709603,1324
sampled.Fifo_Threshold15,"48,05",77302,83589,160891,68589,"100,00",4789000704,"9,12","0,00","0,00",709603,1601
sampled.Fifo,"48,05",77302,83589,160891,68589,"100,00",4789000704,"9,12","0,00","0,00",709603,1583
linked.Fifo,"48,04",77294,83597,160891,68597,"100,00",4789000704,"9,04","0,00","0,00",160891,100
linked.Fifo_Threshold15,"48,02",77262,83629,160891,68629,"90,01",4789000704,"9,04","0,00","0,00",160891,198
linked.Lru_TinyLfuBoost,"47,36",76204,84687,160891,69687,"26,42",4789000704,"9,46","0,00","0,00",160891,134
linked.Lfucostboost_TinyLfuBoost,"47,22",75973,84918,160891,69918,"30,90",4789000704,"9,47","0,00","0,00",175891,251
linked.Lfu_TinyLfuBoost,"47,22",75973,84918,160891,69918,"30,90",4789000704,"9,47","0,00","0,00",175891,241
linked.Clock_TinyLfuBoost,"47,21",75955,84936,160891,69936,"31,12",4789000704,"9,47","0,00","0,00",161810,293
linked.Clock_Secondary,"47,14",75852,85039,160891,70039,"16,39",4789000704,"8,81","0,00","0,00",161444,283
linked.Lfucostboost_Secondary,"47,14",75852,85039,160891,70039,"16,39",4789000704,"8,81","0,00","0,00",175891,457
linked.Lfu_Secondary,"47,14",75852,85039,160891,70039,"16,39",4789000704,"8,81","0,00","0,00",175891,163
sampled.Random_Threshold15,"46,57",74931,85960,160891,70960,"100,00",4789000704,"8,87","0,00","0,00",160891,2320
sampled.Random,"46,57",74931,85960,160891,70960,"100,00",4789000704,"8,87","0,00","0,00",160891,2867
sampled.Random_Secondary,"46,57",74931,85960,160891,70960,"100,00",4789000704,"8,87","0,00","0,00",160891,3490
sampled.Lru_TinyLfuBoost,"46,36",74594,86297,160891,71297,"40,04",4789000704,"9,28","0,00","0,00",731267,7451
sampled.Fifo_TinyLfuBoost,"46,24",74389,86502,160891,71502,"38,92",4789000704,"9,28","0,00","0,00",732907,9637
sampled.Hyperbolic_TinyLfuBoost,"46,22",74362,86529,160891,71529,"34,47",4789000704,"9,10","0,00","0,00",733123,11572
sampled.Lfu_TinyLfuBoost,"46,22",74362,86529,160891,71529,"34,47",4789000704,"9,10","0,00","0,00",733123,11455
product.Caffeine,"46,08",74133,86758,160891,71758,"100,00",4789000704,"8,42","0,00","0,00",,2311
sampled.Lru_TinyLfu,"45,93",73899,86992,160891,71992,"11,64",4789000704,"8,53","0,00","0,00",736827,10933
sampled.Lru_TinyLfuMulti,"45,93",73899,86992,160891,71992,"11,64",4789000704,"8,53","0,00","0,00",736827,13713
sampled.Hyperbolic_TinyLfuMulti,"45,90",73843,87048,160891,72048,"11,16",4789000704,"8,48","0,00","0,00",737275,11235
