Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
opt.Clairvoyant,"51,71",83193,77698,160891,62698,"100,00",0,"100,00","0,00","0,00",,1045
product.Cache2k,"50,53",81304,79587,160891,64588,"100,00",160891,"50,53","0,00","0,00",,614
linked.Lfu_Threshold15,"50,53",81301,79590,160891,64590,"100,00",160891,"50,53","0,00","0,00",175891,186
linked.Lfucostboost_Threshold15,"50,53",81301,79590,160891,64590,"100,00",160891,"50,53","0,00","0,00",175891,152
linked.Lfucostboost,"50,53",81301,79590,160891,64590,"100,00",160891,"50,53","0,00","0,00",175891,162
linked.Lfu,"50,53",81301,79590,160891,64590,"100,00",160891,"50,53","0,00","0,00",175891,65
sampled.Lru_Threshold15,"50,37",81042,79849,160891,64849,"100,00",160891,"50,37","0,00","0,00",679683,1060
sampled.Lru_Secondary,"50,37",81042,79849,160891,64849,"100,00",160891,"50,37","0,00","0,00",679683,1952
sampled.Lru,"50,37",81042,79849,160891,64849,"100,00",160891,"50,37","0,00","0,00",679683,984
product.OHC (Lru),"50,27",80881,80010,160891,65010,"100,00",0,"100,00","0,00","0,00",,180
product.Guava,"50,27",80879,80012,160891,65012,"100,00",160891,"50,27","0,00","0,00",,488
linked.Clock,"50,27",80877,80014,160891,65014,"100,00",160891,"50,27","0,00","0,00",161988,66
linked.Clock_Threshold15,"50,27",80877,80014,160891,65014,"100,00",160891,"50,27","0,00","0,00",161988,46
product.ElasticSearch,"50,27",80873,80018,160891,65018,"100,00",160891,"50,27","0,00","0,00",,1252
linked.Lru,"50,27",80873,80018,160891,65018,"100,00",160891,"50,27","0,00","0,00",160891,66
product.ExpiringMap,"50,27",80873,80018,160891,65018,"100,00",0,"100,00","0,00","0,00",,274
linked.Lru_Threshold15,"50,27",80873,80018,160891,65018,"100,00",160891,"50,27","0,00","0,00",160891,107
sampled.Hyperbolic_Secondary,"50,26",80856,80035,160891,65035,"100,00",160891,"50,26","0,00","0,00",681171,1746
sampled.Hyperbolic,"50,26",80856,80035,160891,65035,"100,00",160891,"50,26","0,00","0,00",681171,3390
sampled.Hyperbolic_Threshold15,"50,26",80856,80035,160891,65035,"100,00",160891,"50,26","0,00","0,00",681171,3144
sampled.Lfu,"50,25",80847,80044,160891,65044,"100,00",160891,"50,25","0,00","0,00",681243,3109
sampled.Lfu_Secondary,"50,25",80847,80044,160891,65044,"100,00",160891,"50,25","0,00","0,00",681243,2648
sampled.Lfu_Threshold15,"50,25",80847,80044,160891,65044,"100,00",160891,"50,25","0,00","0,00",681243,2571
sampled.Fifo,"50,17",80720,80171,160891,65171,"100,00",160891,"50,17","0,00","0,00",682259,1343
sampled.Fifo_Secondary,"50,17",80720,80171,160891,65171,"100,00",160891,"50,17","0,00","0,00",682259,1022
sampled.Fifo_Threshold15,"50,17",80720,80171,160891,65171,"100,00",160891,"50,17","0,00","0,00",682259,1063
linked.Fifo_Threshold15,"50,11",80628,80263,160891,65263,"100,00",160891,"50,11","0,00","0,00",160891,170
linked.Fifo,"50,11",80628,80263,160891,65263,"100,00",160891,"50,11","0,00","0,00",160891,29
product.TCache,"49,67",79917,80974,160891,66750,"100,00",0,"100,00","0,00","0,00",,36163
sampled.Random,"48,75",78427,82464,160891,67464,"100,00",160891,"48,75","0,00","0,00",160891,3164
sampled.Random_Threshold15,"48,75",78427,82464,160891,67464,"100,00",160891,"48,75","0,00","0,00",160891,3209
sampled.Random_Secondary,"48,75",78427,82464,160891,67464,"100,00",160891,"48,75","0,00","0,00",160891,3250
linked.Lfu_Comparison,"48,33",77763,83128,160891,68128,"50,00",160891,"48,33","0,00","0,00",175891,140
linked.Lfucostboost_Comparison,"48,33",77763,83128,160891,68128,"50,00",160891,"48,33","0,00","0,00",175891,38
sampled.Hyperbolic_TinyLfuMulti,"48,04",77287,83604,160891,68604,"10,93",160891,"48,04","0,00","0,00",709723,6507
sampled.Hyperbolic_TinyLfu,"48,04",77287,83604,160891,68604,"10,93",160891,"48,04","0,00","0,00",709723,11002
sampled.Lfu_TinyLfu,"48,04",77287,83604,160891,68604,"10,93",160891,"48,04","0,00","0,00",709723,3656
sampled.Lfu_TinyLfuMulti,"48,04",77287,83604,160891,68604,"10,93",160891,"48,04","0,00","0,00",709723,3878
sampled.Hyperbolic_TinyLfuBoost,"48,04",77287,83604,160891,68604,"10,93",160891,"48,04","0,00","0,00",709723,3702
sampled.Lfu_TinyLfuBoost,"48,04",77287,83604,160891,68604,"10,93",160891,"48,04","0,00","0,00",709723,3797
sampled.Lru_TinyLfuMulti,"47,85",76983,83908,160891,68908,"11,77",160891,"47,85","0,00","0,00",712155,3283
sampled.Lru_TinyLfu,"47,85",76983,83908,160891,68908,"11,77",160891,"47,85","0,00","0,00",712155,3604
sampled.Lru_TinyLfuBoost,"47,85",76983,83908,160891,68908,"11,77",160891,"47,85","0,00","0,00",712155,3865
linked.Lru_Comparison,"47,84",76968,83923,160891,68923,"50,00",160891,"47,84","0,00","0,00",160891,111
linked.Clock_Comparison,"47,84",76968,83923,160891,68923,"50,00",160891,"47,84","0,00","0,00",161388,104
linked.Fifo_Comparison,"47,83",76947,83944,160891,68944,"50,00",160891,"47,83","0,00","0,00",160891,110
sampled.Random_TinyLfuMulti,"47,79",76896,83995,160891,68995,"10,32",160891,"47,79","0,00","0,00",160891,2196
sampled.Random_TinyLfu,"47,79",76896,83995,160891,68995,"10,32",160891,"47,79","0,00","0,00",160891,3435
sampled.Random_TinyLfuBoost,"47,79",76896,83995,160891,68995,"10,32",160891,"47,79","0,00","0,00",160891,4821
product.Ehcache3,"47,52",76463,84428,160891,69428,"100,00",0,"100,00","0,00","0,00",,1586
product.OHC (W-TinyLfu),"47,39",76250,84641,160891,69641,"100,00",0,"100,00","0,00","0,00",,456
linked.Lfu_TinyLfuBoost,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",175891,410
linked.Clock_Secondary,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",162001,114
linked.Lfu_Secondary,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",175891,84
linked.Clock_TinyLfu,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",162001,82
linked.Lfu_TinyLfuMulti,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",175891,107
linked.Clock_TinyLfuMulti,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",162001,52
linked.Lfucostboost_TinyLfu,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",175891,62
linked.Lfucostboost_TinyLfuMulti,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",175891,68
linked.Lfucostboost_Secondary,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",175891,83
linked.Clock_TinyLfuBoost,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",162001,76
linked.Lfucostboost_TinyLfuBoost,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",175891,69
linked.Lfu_TinyLfu,"47,17",75892,84999,160891,69999,"6,65",160891,"47,17","0,00","0,00",175891,66
sampled.Fifo_TinyLfu,"47,13",75828,85063,160891,70063,"10,35",160891,"47,13","0,00","0,00",721395,6333
sampled.Fifo_TinyLfuMulti,"47,13",75828,85063,160891,70063,"10,35",160891,"47,13","0,00","0,00",721395,3765
sampled.Fifo_TinyLfuBoost,"47,13",75828,85063,160891,70063,"10,35",160891,"47,13","0,00","0,00",721395,3731
sampled.Mfu_TinyLfuBoost,"45,88",73810,87081,160891,72081,"7,15",160891,"45,88","0,00","0,00",737539,4616
sampled.Mfu_TinyLfuMulti,"45,88",73810,87081,160891,72081,"7,15",160891,"45,88","0,00","0,00",737539,5285
sampled.Mfu_TinyLfu,"45,88",73810,87081,160891,72081,"7,15",160891,"45,88","0,00","0,00",737539,4006
product.Caffeine,"45,27",72840,88051,160891,73051,"100,00",160891,"45,27","0,00","0,00",,798
sampled.Mru_TinyLfuMulti,"44,91",72250,88641,160891,73641,"6,31",160891,"44,91","0,00","0,00",750019,2942
sampled.Mru_TinyLfu,"44,91",72250,88641,160891,73641,"6,31",160891,"44,91","0,00","0,00",750019,5230
sampled.Mru_TinyLfuBoost,"44,91",72250,88641,160891,73641,"6,31",160891,"44,91","0,00","0,00",750019,4041
sampled.Mfu_Threshold15,"44,70",71926,88965,160891,73965,"100,00",160891,"44,70","0,00","0,00",752611,4952
sampled.Mfu,"44,70",71926,88965,160891,73965,"100,00",160891,"44,70","0,00","0,00",752611,2011
sampled.Mfu_Secondary,"44,70",71926,88965,160891,73965,"100,00",160891,"44,70","0,00","0,00",752611,3300
sampled.Mru,"43,86",70562,90329,160891,75329,"100,00",160891,"43,86","0,00","0,00",763523,5834
sampled.Mru_Secondary,"43,86",70562,90329,160891,75329,"100,00",160891,"43,86","0,00","0,00",763523,5967
sampled.Mru_Threshold15,"43,86",70562,90329,160891,75329,"100,00",160891,"43,86","0,00","0,00",763523,5513
linked.Lru_TinyLfuMulti,"41,17",66242,94649,160891,79649,"4,96",160891,"41,17","0,00","0,00",160891,116
linked.Lru_TinyLfu,"41,17",66242,94649,160891,79649,"4,96",160891,"41,17","0,00","0,00",160891,52
