Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"0,43",2843,654931,657774,654909,"0,03",39942787584,"0,03","0,00","0,00",657774,771
sampled.Random_TinyLfuBoost,"0,41",2673,655101,657774,655080,"0,30",39942787584,"0,03","0,00","0,00",657774,944
sampled.Random_TinyLfu,"0,43",2843,654931,657774,654909,"0,03",39942787584,"0,03","0,00","0,00",657774,681
sampled.Random_Threshold15,"0,16",1027,656747,657774,656731,"100,00",39942787584,"0,01","0,00","0,00",657774,466
sampled.Random_Secondary,"0,16",1027,656747,657774,656731,"100,00",39942787584,"0,01","0,00","0,00",657774,739
sampled.Random_Comparison,"0,03",190,657584,657774,657558,"100,00",39942787584,"0,00","0,00","0,00",657774,399
sampled.Random,"0,16",1027,656747,657774,656731,"100,00",39942787584,"0,01","0,00","0,00",657774,395
sampled.Mru_TinyLfuMulti,"0,42",2750,655024,657774,654999,"0,02",39942787584,"0,03","0,00","0,00",5897766,1855
sampled.Mru_TinyLfuBoost,"0,37",2448,655326,657774,655312,"0,17",39942787584,"0,03","0,00","0,00",5900270,1334
sampled.Mru_TinyLfu,"0,42",2750,655024,657774,654999,"0,02",39942787584,"0,03","0,00","0,00",5897766,1650
sampled.Mru_Threshold15,"0,07",454,657320,657774,657313,"100,00",39942787584,"0,00","0,00","0,00",5916278,1855
sampled.Mru_Secondary,"0,07",454,657320,657774,657313,"100,00",39942787584,"0,00","0,00","0,00",5916278,1324
sampled.Mru_Comparison,"0,03",190,657584,657774,657558,"100,00",39942787584,"0,00","0,00","0,00",5918238,934
sampled.Mru,"0,07",454,657320,657774,657313,"100,00",39942787584,"0,00","0,00","0,00",5916278,1689
sampled.Mfu_TinyLfuMulti,"0,42",2740,655034,657774,655009,"0,01",39942787584,"0,03","0,00","0,00",5897846,1206
sampled.Mfu_TinyLfuBoost,"0,38",2496,655278,657774,655267,"0,07",39942787584,"0,03","0,00","0,00",5899910,1233
sampled.Mfu_TinyLfu,"0,42",2740,655034,657774,655009,"0,01",39942787584,"0,03","0,00","0,00",5897846,1134
sampled.Mfu_Threshold15,"0,12",768,657006,657774,656994,"100,00",39942787584,"0,01","0,00","0,00",5913726,1302
sampled.Mfu_Secondary,"0,12",768,657006,657774,656994,"100,00",39942787584,"0,01","0,00","0,00",5913726,1421
sampled.Mfu_Comparison,"0,03",190,657584,657774,657558,"100,00",39942787584,"0,00","0,00","0,00",5918238,891
sampled.Mfu,"0,12",768,657006,657774,656994,"100,00",39942787584,"0,01","0,00","0,00",5913726,1815
sampled.Lru_TinyLfuMulti,"0,43",2805,654969,657774,654944,"0,03",39942787584,"0,03","0,00","0,00",5897326,1263
sampled.Lru_TinyLfuBoost,"0,41",2700,655074,657774,655048,"0,09",39942787584,"0,03","0,00","0,00",5898158,1699
sampled.Lru_TinyLfu,"0,43",2805,654969,657774,654944,"0,03",39942787584,"0,03","0,00","0,00",5897326,1859
sampled.Lru_Threshold15,"0,19",1244,656530,657774,656519,"100,00",39942787584,"0,01","0,00","0,00",5909926,1552
sampled.Lru_Secondary,"0,19",1244,656530,657774,656519,"100,00",39942787584,"0,01","0,00","0,00",5909926,1916
sampled.Lru_Comparison,"0,03",190,657584,657774,657558,"100,00",39942787584,"0,00","0,00","0,00",5918238,1003
sampled.Lru,"0,19",1244,656530,657774,656519,"100,00",39942787584,"0,01","0,00","0,00",5909926,1624
sampled.Lfu_TinyLfuMulti,"0,42",2766,655008,657774,654986,"0,03",39942787584,"0,03","0,00","0,00",5897662,1224
sampled.Lfu_TinyLfuBoost,"0,40",2604,655170,657774,655148,"0,36",39942787584,"0,03","0,00","0,00",5898958,1840
sampled.Lfu_TinyLfu,"0,42",2766,655008,657774,654986,"0,03",39942787584,"0,03","0,00","0,00",5897662,1247
sampled.Lfu_Threshold15,"0,31",2070,655704,657774,655693,"100,00",39942787584,"0,02","0,00","0,00",5903318,1794
sampled.Lfu_Secondary,"0,31",2070,655704,657774,655693,"100,00",39942787584,"0,02","0,00","0,00",5903318,1617
sampled.Lfu_Comparison,"0,03",190,657584,657774,657558,"100,00",39942787584,"0,00","0,00","0,00",5918238,980
sampled.Lfu,"0,31",2070,655704,657774,655693,"100,00",39942787584,"0,02","0,00","0,00",5903318,1365
sampled.Hyperbolic_TinyLfuMulti,"0,43",2815,654959,657774,654937,"0,04",39942787584,"0,03","0,00","0,00",5897270,2010
sampled.Hyperbolic_TinyLfuBoost,"0,39",2586,655188,657774,655170,"0,37",39942787584,"0,03","0,00","0,00",5899134,2445
sampled.Hyperbolic_TinyLfu,"0,43",2815,654959,657774,654937,"0,04",39942787584,"0,03","0,00","0,00",5897270,1044
