Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuBoost,"71,22",2169539,876573,3046112,862493,"10,04",13882741,"62,94","0,00","0,00",3046112,54176
sampled.Random_TinyLfu,"71,22",2169539,876573,3046112,862493,"10,04",13882741,"62,94","0,00","0,00",3046112,53852
sampled.Random_Secondary,"72,10",2196236,849876,3046112,833746,"13,85",13882741,"59,42","0,00","0,00",3046112,55963
sampled.Random,"66,89",2037433,1008679,3046112,1000720,"100,00",13882741,"62,07","0,00","0,00",3046112,23773
sampled.Mru_TinyLfuBoost,"65,77",2003453,1042659,3046112,1025317,"6,44",13882741,"55,76","0,00","0,00",11248648,72504
sampled.Mru_TinyLfu,"65,77",2003453,1042659,3046112,1025317,"6,44",13882741,"55,76","0,00","0,00",11248648,73910
sampled.Mru_Secondary,"63,73",1941386,1104726,3046112,1086228,"10,72",13882741,"43,04","0,00","0,00",11735936,84198
sampled.Mru,"49,42",1505395,1540717,3046112,1532952,"100,00",13882741,"43,51","0,00","0,00",15309728,60810
sampled.Mfu_TinyLfuBoost,"62,23",1895625,1150487,3046112,1130073,"2,56",13882741,"52,82","0,00","0,00",12086696,86177
sampled.Mfu_TinyLfu,"62,23",1895625,1150487,3046112,1130073,"2,56",13882741,"52,82","0,00","0,00",12086696,86706
sampled.Mfu_Secondary,"59,98",1827182,1218930,3046112,1195451,"5,49",13882741,"37,09","0,00","0,00",12609720,112117
sampled.Mfu,"56,92",1733886,1312226,3046112,1304472,"100,00",13882741,"52,11","0,00","0,00",13481888,38832
sampled.Lru_TinyLfuBoost,"71,29",2171550,874562,3046112,860605,"8,65",13882741,"63,40","0,00","0,00",9930952,55056
sampled.Lru_TinyLfu,"71,29",2171550,874562,3046112,860605,"8,65",13882741,"63,40","0,00","0,00",9930952,55386
sampled.Lru_Secondary,"72,61",2211836,834276,3046112,819175,"11,37",13882741,"63,82","0,00","0,00",9599512,56037
sampled.Lru,"71,19",2168639,877473,3046112,869098,"100,00",13882741,"67,11","0,00","0,00",9998896,14386
sampled.Lfu_TinyLfuBoost,"69,98",2131620,914492,3046112,902335,"9,25",13882741,"63,88","0,00","0,00",10264792,51326
sampled.Lfu_TinyLfu,"69,98",2131620,914492,3046112,902335,"9,25",13882741,"63,88","0,00","0,00",10264792,50566
sampled.Lfu_Secondary,"71,72",2184611,861501,3046112,848648,"13,99",13882741,"64,71","0,00","0,00",9835296,51496
sampled.Lfu,"72,37",2204458,841654,3046112,831763,"100,00",13882741,"67,79","0,00","0,00",9700216,34219
sampled.Hyperbolic_TinyLfuBoost,"70,40",2144456,901656,3046112,889395,"9,78",13882741,"63,95","0,00","0,00",10161272,50318
sampled.Hyperbolic_TinyLfu,"70,40",2144456,901656,3046112,889395,"9,78",13882741,"63,95","0,00","0,00",10161272,51013
sampled.Hyperbolic_Secondary,"71,91",2190427,855685,3046112,842796,"13,97",13882741,"64,67","0,00","0,00",9788480,50219
sampled.Hyperbolic,"72,13",2197312,848800,3046112,839196,"100,00",13882741,"67,56","0,00","0,00",9759680,31851
sampled.Fifo_TinyLfuBoost,"68,58",2089107,957005,3046112,936726,"5,13",13882741,"58,12","0,00","0,00",10539920,78896
sampled.Fifo_TinyLfu,"68,58",2089107,957005,3046112,936726,"5,13",13882741,"58,12","0,00","0,00",10539920,78894
sampled.Fifo_Secondary,"67,67",2061367,984745,3046112,963643,"7,86",13882741,"49,50","0,00","0,00",10755256,88348
sampled.Fifo,"67,49",2055780,990332,3046112,982080,"100,00",13882741,"62,87","0,00","0,00",10902752,9337
product.Guava,"71,36",2173782,872330,3046112,863907,"100,00",13882741,"67,34","0,00","0,00",,3939
product.ElasticSearch,"71,40",2174979,871133,3046112,862832,"100,00",13882741,"67,41","0,00","0,00",,5424
product.Caffeine,"75,20",2290808,755304,3046112,745019,"100,00",13882741,"70,68","0,00","0,00",,4280
product.Cache2k,"74,54",2270611,775501,3046112,763428,"100,00",13882741,"70,42","0,00","0,00",,5450
linked.Mru_TinyLfuBoost,"60,99",1857797,1188315,3046112,1169607,"2,22",13882741,"52,10","0,00","0,00",3062904,1891
linked.Mru_TinyLfu,"60,99",1857797,1188315,3046112,1169607,"2,22",13882741,"52,10","0,00","0,00",3062904,1709
linked.Mru_Secondary,"53,62",1633220,1412892,3046112,1387172,"5,79",13882741,"29,10","0,00","0,00",3105207,1960
linked.Mru,"8,75",266488,2779624,3046112,2770063,"100,00",13882741,"7,32","0,00","0,00",4357422,1610
linked.Mfu_TinyLfuBoost,"49,72",1514522,1531590,3046112,1520817,"0,03",13882741,"50,42","0,00","0,00",3057158,2026
linked.Mfu_TinyLfu,"49,72",1514522,1531590,3046112,1520817,"0,03",13882741,"50,42","0,00","0,00",3057158,1902
linked.Mfu_Secondary,"47,85",1457449,1588663,3046112,1577872,"0,03",13882741,"49,55","0,00","0,00",3057190,1773
linked.Mfu,"43,16",1314809,1731303,3046112,1722872,"100,00",13882741,"40,58","0,00","0,00",3930582,1489
linked.Lru_TinyLfuBoost,"54,97",1674453,1371659,3046112,1359561,"0,77",13882741,"53,91","0,00","0,00",3051407,1662
linked.Lru_TinyLfu,"54,97",1674453,1371659,3046112,1359561,"0,77",13882741,"53,91","0,00","0,00",3051407,1881
linked.Lru_Secondary,"57,50",1751656,1294456,3046112,1282139,"1,33",13882741,"55,74","0,00","0,00",3054843,1712
linked.Lru,"71,40",2174979,871133,3046112,862832,"100,00",13882741,"67,41","0,00","0,00",3516418,1302
linked.Lfucostboost_TinyLfuBoost,"59,69",1818138,1227974,3046112,1216168,"0,92",13882741,"57,59","0,00","0,00",3063868,2052
linked.Lfucostboost_TinyLfu,"59,69",1818138,1227974,3046112,1216168,"0,92",13882741,"57,59","0,00","0,00",3063868,2225
linked.Lfucostboost_Secondary,"59,99",1827486,1218626,3046112,1206438,"1,19",13882741,"57,30","0,00","0,00",3065738,2253
linked.Lfucostboost,"66,20",2016596,1029516,3046112,1017231,"100,00",13882741,"60,67","0,00","0,00",3530167,1321
linked.Lfu_TinyLfuBoost,"59,69",1818138,1227974,3046112,1216168,"0,92",13882741,"57,59","0,00","0,00",3063868,2121
linked.Lfu_TinyLfu,"59,69",1818138,1227974,3046112,1216168,"0,92",13882741,"57,59","0,00","0,00",3063868,2147
linked.Lfu_Secondary,"59,99",1827486,1218626,3046112,1206438,"1,19",13882741,"57,30","0,00","0,00",3065738,1823
linked.Lfu,"66,20",2016596,1029516,3046112,1017231,"100,00",13882741,"60,67","0,00","0,00",3530167,1275
linked.Fifo_TinyLfuBoost,"51,28",1562105,1484007,3046112,1473115,"0,03",13882741,"51,26","0,00","0,00",3046263,1708
linked.Fifo_TinyLfu,"51,28",1562105,1484007,3046112,1473115,"0,03",13882741,"51,26","0,00","0,00",3046263,1685
