Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuBoost,"40,70",502900,732733,1235633,699615,"11,66",5561702,"30,74","0,00","0,00",1235633,103064
sampled.Random_TinyLfu,"40,70",502900,732733,1235633,699615,"11,66",5561702,"30,74","0,00","0,00",1235633,102947
sampled.Random_Secondary,"42,14",520644,714989,1235633,679152,"17,35",5561702,"31,50","0,00","0,00",1235633,124193
sampled.Random,"47,12",582256,653377,1235633,621494,"100,00",5561702,"39,07","0,00","0,00",1235633,73473
sampled.Mru_TinyLfuBoost,"35,48",438395,797238,1235633,780556,"6,74",5561702,"24,44","0,00","0,00",7480081,59980
sampled.Mru_TinyLfu,"35,48",438395,797238,1235633,780556,"6,74",5561702,"24,44","0,00","0,00",7480081,59708
sampled.Mru_Secondary,"36,07",445691,789942,1235633,772374,"9,47",5561702,"24,24","0,00","0,00",7414625,67100
sampled.Mru,"35,41",437535,798098,1235633,781105,"100,00",5561702,"30,49","0,00","0,00",7484473,86881
sampled.Mfu_TinyLfuBoost,"36,87",455634,779999,1235633,744386,"3,48",5561702,"25,63","0,00","0,00",7190721,95688
sampled.Mfu_TinyLfu,"36,87",455634,779999,1235633,744386,"3,48",5561702,"25,63","0,00","0,00",7190721,95095
sampled.Mfu_Secondary,"39,10",483190,752443,1235633,703775,"6,77",5561702,"27,11","0,00","0,00",6865833,140302
sampled.Mfu,"41,80",516484,719149,1235633,689046,"100,00",5561702,"34,89","0,00","0,00",6748001,93194
sampled.Lru_TinyLfuBoost,"40,63",502069,733564,1235633,694549,"10,23",5561702,"30,56","0,00","0,00",6792025,116847
sampled.Lru_TinyLfu,"40,65",502323,733310,1235633,694092,"10,23",5561702,"30,57","0,00","0,00",6788369,111290
sampled.Lru_Secondary,"41,98",518731,716902,1235633,673617,"15,27",5561702,"31,23","0,00","0,00",6624569,127253
sampled.Lru,"49,73",614485,621148,1235633,589086,"100,00",5561702,"41,20","0,00","0,00",5948321,29115
sampled.Lfu_TinyLfuBoost,"41,25",509694,725939,1235633,697656,"12,84",5561702,"31,94","0,00","0,00",6816881,102296
sampled.Lfu_TinyLfu,"41,25",509694,725939,1235633,697656,"12,84",5561702,"31,94","0,00","0,00",6816881,94020
sampled.Lfu_Secondary,"42,55",525776,709857,1235633,680153,"19,10",5561702,"32,69","0,00","0,00",6676857,111752
sampled.Lfu,"49,17",607502,628131,1235633,600980,"100,00",5561702,"41,16","0,00","0,00",6043473,102338
sampled.Hyperbolic_TinyLfuBoost,"41,28",510035,725598,1235633,696004,"12,66",5561702,"31,99","0,00","0,00",6803665,96048
sampled.Hyperbolic_TinyLfu,"41,28",510035,725598,1235633,696004,"12,66",5561702,"31,99","0,00","0,00",6803665,101211
sampled.Hyperbolic_Secondary,"42,66",527069,708564,1235633,676545,"19,24",5561702,"32,80","0,00","0,00",6647993,112847
sampled.Hyperbolic,"49,68",613857,621776,1235633,588459,"100,00",5561702,"41,48","0,00","0,00",5943305,104949
sampled.Fifo_TinyLfuBoost,"39,99",494111,741522,1235633,696693,"7,47",5561702,"29,53","0,00","0,00",6809177,126122
sampled.Fifo_TinyLfu,"39,99",494111,741522,1235633,696693,"7,47",5561702,"29,53","0,00","0,00",6809177,128110
