Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"83,77",1201030,232625,1433655,222625,"7,32",13109630464,"60,03","0,00","0,00",1433655,15963
sampled.Random_TinyLfuBoost,"82,44",1181853,251802,1433655,241802,"21,65",13109630464,"61,95","0,00","0,00",1433655,16717
sampled.Random_TinyLfu,"83,77",1201030,232625,1433655,222625,"7,32",13109630464,"60,03","0,00","0,00",1433655,18555
sampled.Random_Threshold15,"81,43",1167469,266186,1433655,256186,"100,00",13109630464,"58,21","0,00","0,00",1433655,8405
sampled.Random_Secondary,"81,43",1167469,266186,1433655,256186,"100,00",13109630464,"58,21","0,00","0,00",1433655,9023
sampled.Random_Comparison,"74,76",1071767,361888,1433655,351888,"100,00",13109630464,"51,55","0,00","0,00",1433655,24217
sampled.Random,"81,43",1167469,266186,1433655,256186,"100,00",13109630464,"58,21","0,00","0,00",1433655,6679
sampled.Mru_TinyLfuMulti,"82,56",1183618,250037,1433655,240037,"3,46",13109630464,"58,71","0,00","0,00",3353951,16802
sampled.Mru_TinyLfuBoost,"81,39",1166794,266861,1433655,256861,"7,00",13109630464,"60,63","0,00","0,00",3488543,14372
sampled.Mru_TinyLfu,"82,56",1183618,250037,1433655,240037,"3,46",13109630464,"58,71","0,00","0,00",3353951,14467
sampled.Mru_Threshold15,"76,92",1102774,330881,1433655,320881,"100,00",13109630464,"54,38","0,00","0,00",4000703,16302
sampled.Mru_Secondary,"76,92",1102774,330881,1433655,320881,"100,00",13109630464,"54,38","0,00","0,00",4000703,14112
sampled.Mru_Comparison,"74,76",1071767,361888,1433655,351888,"100,00",13109630464,"51,55","0,00","0,00",4248759,24429
sampled.Mru,"76,92",1102774,330881,1433655,320881,"100,00",13109630464,"54,38","0,00","0,00",4000703,13704
sampled.Mfu_TinyLfuMulti,"81,88",1173845,259810,1433655,249810,"2,22",13109630464,"58,00","0,00","0,00",3432135,15316
sampled.Mfu_TinyLfuBoost,"80,48",1153750,279905,1433655,269905,"7,69",13109630464,"59,58","0,00","0,00",3592895,14845
sampled.Mfu_TinyLfu,"81,88",1173845,259810,1433655,249810,"2,22",13109630464,"58,00","0,00","0,00",3432135,18926
sampled.Mfu_Threshold15,"78,52",1125737,307918,1433655,297918,"100,00",13109630464,"56,30","0,00","0,00",3816999,9912
sampled.Mfu_Secondary,"78,52",1125737,307918,1433655,297918,"100,00",13109630464,"56,30","0,00","0,00",3816999,10212
sampled.Mfu_Comparison,"74,76",1071767,361888,1433655,351888,"100,00",13109630464,"51,55","0,00","0,00",4248759,27524
sampled.Mfu,"78,52",1125737,307918,1433655,297918,"100,00",13109630464,"56,30","0,00","0,00",3816999,11218
sampled.Lru_TinyLfuMulti,"83,85",1202076,231579,1433655,221579,"8,66",13109630464,"60,20","0,00","0,00",3206287,16275
sampled.Lru_TinyLfuBoost,"82,66",1185063,248592,1433655,238592,"26,44",13109630464,"61,95","0,00","0,00",3342391,12081
sampled.Lru_TinyLfu,"83,85",1202076,231579,1433655,221579,"8,66",13109630464,"60,20","0,00","0,00",3206287,14747
sampled.Lru_Threshold15,"82,97",1189540,244115,1433655,234115,"100,00",13109630464,"59,39","0,00","0,00",3306575,5060
sampled.Lru_Secondary,"82,97",1189540,244115,1433655,234115,"100,00",13109630464,"59,39","0,00","0,00",3306575,4909
sampled.Lru_Comparison,"74,76",1071767,361888,1433655,351888,"100,00",13109630464,"51,55","0,00","0,00",4248759,24519
sampled.Lru,"82,97",1189540,244115,1433655,234115,"100,00",13109630464,"59,39","0,00","0,00",3306575,4386
sampled.Lfu_TinyLfuMulti,"83,99",1204141,229514,1433655,219514,"8,64",13109630464,"60,13","0,00","0,00",3189767,18980
sampled.Lfu_TinyLfuBoost,"83,28",1193889,239766,1433655,229766,"21,30",13109630464,"62,31","0,00","0,00",3271783,13037
sampled.Lfu_TinyLfu,"83,99",1204141,229514,1433655,219514,"8,64",13109630464,"60,13","0,00","0,00",3189767,16764
sampled.Lfu_Threshold15,"84,27",1208179,225476,1433655,215476,"100,00",13109630464,"59,91","0,00","0,00",3157463,11975
sampled.Lfu_Secondary,"84,27",1208179,225476,1433655,215476,"100,00",13109630464,"59,91","0,00","0,00",3157463,12986
sampled.Lfu_Comparison,"74,76",1071767,361888,1433655,351888,"100,00",13109630464,"51,55","0,00","0,00",4248759,29498
sampled.Lfu,"84,27",1208179,225476,1433655,215476,"100,00",13109630464,"59,91","0,00","0,00",3157463,9489
sampled.Hyperbolic_TinyLfuMulti,"83,96",1203695,229960,1433655,219960,"9,10",13109630464,"60,12","0,00","0,00",3193335,14379
sampled.Hyperbolic_TinyLfuBoost,"83,13",1191729,241926,1433655,231926,"23,07",13109630464,"62,17","0,00","0,00",3289063,16916
sampled.Hyperbolic_TinyLfu,"83,96",1203695,229960,1433655,219960,"9,10",13109630464,"60,12","0,00","0,00",3193335,15704
sampled.Hyperbolic_Threshold15,"84,00",1204275,229380,1433655,219380,"100,00",13109630464,"59,81","0,00","0,00",3188695,10221
sampled.Hyperbolic_Secondary,"84,00",1204275,229380,1433655,219380,"100,00",13109630464,"59,81","0,00","0,00",3188695,9860
sampled.Hyperbolic_Comparison,"74,76",1071767,361888,1433655,351888,"100,00",13109630464,"51,55","0,00","0,00",4248759,28002
sampled.Hyperbolic,"84,00",1204275,229380,1433655,219380,"100,00",13109630464,"59,81","0,00","0,00",3188695,10179
sampled.Fifo_TinyLfuMulti,"83,27",1193751,239904,1433655,229904,"4,16",13109630464,"59,67","0,00","0,00",3272887,20215
sampled.Fifo_TinyLfuBoost,"81,61",1170063,263592,1433655,253592,"13,96",13109630464,"60,58","0,00","0,00",3462391,15622
sampled.Fifo_TinyLfu,"83,27",1193751,239904,1433655,229904,"4,16",13109630464,"59,67","0,00","0,00",3272887,14739
sampled.Fifo_Threshold15,"81,78",1172384,261271,1433655,251271,"100,00",13109630464,"58,70","0,00","0,00",3443823,3067
sampled.Fifo_Secondary,"81,78",1172384,261271,1433655,251271,"100,00",13109630464,"58,70","0,00","0,00",3443823,4065
sampled.Fifo_Comparison,"74,76",1071767,361888,1433655,351888,"100,00",13109630464,"51,55","0,00","0,00",4248759,25417
sampled.Fifo,"81,78",1172384,261271,1433655,251271,"100,00",13109630464,"58,70","0,00","0,00",3443823,4121
product.Guava,"83,13",1191833,241822,1433655,231822,"100,00",13109630464,"59,64","0,00","0,00",,2591
product.ElasticSearch,"83,13",1191779,241876,1433655,231876,"100,00",13109630464,"59,65","0,00","0,00",,3715
product.Caffeine,"84,28",1208213,225442,1433655,215442,"100,00",13109630464,"60,69","0,00","0,00",,4334
product.Cache2k,"84,76",1215178,218477,1433655,208478,"100,00",13109630464,"60,92","0,00","0,00",,3114
linked.Mru_TinyLfuMulti,"23,37",335008,1098647,1433655,1088647,"1,06",13109630464,"32,10","0,00","0,00",1433655,1217
linked.Mru_TinyLfuBoost,"77,02",1104135,329520,1433655,319520,"1,12",13109630464,"54,84","0,00","0,00",1433655,938
linked.Mru_TinyLfu,"77,07",1104848,328807,1433655,318807,"0,64",13109630464,"53,69","0,00","0,00",1433655,628
linked.Mru_Threshold15,"15,85",227247,1206408,1433655,1196408,"84,86",13109630464,"13,81","0,00","0,00",1433655,1680
linked.Mru_Secondary,"76,24",1092973,340682,1433655,330682,"0,79",13109630464,"51,64","0,00","0,00",1433655,748
linked.Mru_Comparison,"7,43",106532,1327123,1433655,1317123,"5,81",13109630464,"11,07","0,00","0,00",1433655,1001
linked.Mru,"16,44",235700,1197955,1433655,1187955,"100,00",13109630464,"13,84","0,00","0,00",1433655,813
linked.Mfu_TinyLfuMulti,"15,21",218126,1215529,1433655,1205529,"0,13",13109630464,"19,65","0,00","0,00",1443655,1290
linked.Mfu_TinyLfuBoost,"65,99",946008,487647,1433655,477647,"0,03",13109630464,"45,71","0,00","0,00",1443655,1071
linked.Mfu_TinyLfu,"70,80",1015020,418635,1433655,408635,"0,01",13109630464,"48,78","0,00","0,00",1443655,1035
linked.Mfu_Threshold15,"45,23",648397,785258,1433655,775258,"85,50",13109630464,"33,59","0,00","0,00",1443655,1384
linked.Mfu_Secondary,"52,56",753520,680135,1433655,670135,"0,02",13109630464,"36,89","0,00","0,00",1443655,1001
linked.Mfu_Comparison,"6,74",96565,1337090,1433655,1327090,"0,62",13109630464,"10,80","0,00","0,00",1443655,760
linked.Mfu,"48,01",688262,745393,1433655,735393,"100,00",13109630464,"35,62","0,00","0,00",1443655,999
linked.Lru_TinyLfuMulti,"80,49",1153881,279774,1433655,269774,"4,01",13109630464,"61,00","0,00","0,00",1433655,697
linked.Lru_TinyLfuBoost,"82,35",1180606,253049,1433655,243049,"19,89",13109630464,"61,09","0,00","0,00",1433655,862
linked.Lru_TinyLfu,"83,20",1192783,240872,1433655,230872,"5,11",13109630464,"60,01","0,00","0,00",1433655,1249
linked.Lru_Threshold15,"82,88",1188183,245472,1433655,235472,"85,72",13109630464,"59,54","0,00","0,00",1433655,691
linked.Lru_Secondary,"83,04",1190457,243198,1433655,233198,"5,76",13109630464,"58,94","0,00","0,00",1433655,828
linked.Lru_Comparison,"75,94",1088685,344970,1433655,334970,"4,88",13109630464,"58,19","0,00","0,00",1433655,877
linked.Lru,"83,13",1191779,241876,1433655,231876,"100,00",13109630464,"59,65","0,00","0,00",1433655,567
linked.Lfucostboost_TinyLfuMulti,"80,22",1150057,283598,1433655,273598,"3,56",13109630464,"60,98","0,00","0,00",1443655,1025
linked.Lfucostboost_TinyLfuBoost,"83,39",1195458,238197,1433655,228197,"10,06",13109630464,"61,72","0,00","0,00",1443655,992
linked.Lfucostboost_TinyLfu,"84,02",1204486,229169,1433655,219169,"4,72",13109630464,"60,14","0,00","0,00",1443655,957
linked.Lfucostboost_Threshold15,"83,28",1193920,239735,1433655,229735,"98,96",13109630464,"58,72","0,00","0,00",1443655,839
linked.Lfucostboost_Secondary,"83,89",1202674,230981,1433655,220981,"6,25",13109630464,"59,40","0,00","0,00",1443655,805
linked.Lfucostboost_Comparison,"77,86",1116227,317428,1433655,307428,"3,68",13109630464,"59,11","0,00","0,00",1443655,806
linked.Lfucostboost,"83,37",1195267,238388,1433655,228388,"100,00",13109630464,"58,82","0,00","0,00",1443655,854
linked.Lfu_TinyLfuMulti,"80,22",1150057,283598,1433655,273598,"3,56",13109630464,"60,98","0,00","0,00",1443655,1666
linked.Lfu_TinyLfuBoost,"83,39",1195458,238197,1433655,228197,"10,06",13109630464,"61,72","0,00","0,00",1443655,1018
linked.Lfu_TinyLfu,"84,02",1204486,229169,1433655,219169,"4,72",13109630464,"60,14","0,00","0,00",1443655,917
linked.Lfu_Threshold15,"83,28",1193920,239735,1433655,229735,"98,96",13109630464,"58,72","0,00","0,00",1443655,966
linked.Lfu_Secondary,"83,89",1202674,230981,1433655,220981,"6,25",13109630464,"59,40","0,00","0,00",1443655,907
linked.Lfu_Comparison,"77,86",1116227,317428,1433655,307428,"3,68",13109630464,"59,11","0,00","0,00",1443655,718
linked.Lfu,"83,37",1195267,238388,1433655,228388,"100,00",13109630464,"58,82","0,00","0,00",1443655,948
linked.Fifo_TinyLfuMulti,"76,75",1100278,333377,1433655,323377,"1,59",13109630464,"57,77","0,00","0,00",1433655,771
linked.Fifo_TinyLfuBoost,"74,65",1070225,363430,1433655,353430,"0,23",13109630464,"52,40","0,00","0,00",1433655,1252
linked.Fifo_TinyLfu,"74,67",1070557,363098,1433655,353098,"0,01",13109630464,"51,75","0,00","0,00",1433655,1004
linked.Fifo_Threshold15,"81,28",1165269,268386,1433655,258386,"83,80",13109630464,"58,28","0,00","0,00",1433655,544
linked.Fifo_Secondary,"74,95",1074515,359140,1433655,349140,"0,19",13109630464,"52,68","0,00","0,00",1433655,1054
linked.Fifo_Comparison,"72,70",1042236,391419,1433655,381419,"4,73",13109630464,"56,81","0,00","0,00",1433655,513
linked.Fifo,"81,88",1173879,259776,1433655,249776,"100,00",13109630464,"58,85","0,00","0,00",1433655,575
linked.Clock_TinyLfuMulti,"80,36",1152062,281593,1433655,271593,"4,01",13109630464,"61,11","0,00","0,00",1452400,768
linked.Clock_TinyLfuBoost,"82,59",1183990,249665,1433655,239665,"22,51",13109630464,"61,39","0,00","0,00",1485866,884
linked.Clock_TinyLfu,"83,60",1198551,235104,1433655,225104,"5,09",13109630464,"59,71","0,00","0,00",1458751,597
linked.Clock_Threshold15,"83,25",1193532,240123,1433655,230123,"88,78",13109630464,"59,66","0,00","0,00",1527727,581
linked.Clock_Secondary,"83,55",1197781,235874,1433655,225874,"6,68",13109630464,"59,19","0,00","0,00",1461387,847
linked.Clock_Comparison,"77,72",1114197,319458,1433655,309458,"4,30",13109630464,"59,02","0,00","0,00",1449984,490
linked.Clock,"83,36",1195040,238615,1433655,228615,"100,00",13109630464,"59,39","0,00","0,00",1532555,831
heap.Skip_TinyLfuMulti,"74,75",1071705,361950,1433655,351950,"0,01",13109630464,"51,88","0,00","0,00",1433655,22306
heap.Skip_TinyLfuBoost,"75,39",1080816,352839,1433655,342839,"0,01",13109630464,"52,59","0,00","0,00",1433655,17081
heap.Skip_TinyLfu,"75,01",1075429,358226,1433655,348226,"0,01",13109630464,"51,83","0,00","0,00",1433655,20295
heap.Skip_Threshold15,"75,43",1081460,352195,1433655,342195,"40,36",13109630464,"52,44","0,00","0,00",1433655,11826
heap.Skip_Secondary,"74,89",1073624,360031,1433655,350031,"0,02",13109630464,"51,63","0,00","0,00",1433655,21440
heap.Skip_Comparison,"74,75",1071640,362015,1433655,352015,"0,09",13109630464,"51,72","0,00","0,00",1433655,17424
heap.Skip,"77,11",1105432,328223,1433655,318223,"100,00",13109630464,"54,42","0,00","0,00",1433655,5110
heap.One_TinyLfuMulti,"74,76",1071813,361842,1433655,351842,"0,01",13109630464,"51,73","0,00","0,00",1433655,13400
heap.One_TinyLfuBoost,"75,58",1083552,350103,1433655,340103,"0,01",13109630464,"52,85","0,00","0,00",1433655,17260
heap.One_TinyLfu,"75,39",1080880,352775,1433655,342775,"0,01",13109630464,"52,06","0,00","0,00",1433655,14488
heap.One_Threshold15,"80,22",1150068,283587,1433655,273587,"100,00",13109630464,"56,70","0,00","0,00",1433655,2487
heap.One_Secondary,"75,94",1088755,344900,1433655,334900,"0,05",13109630464,"52,70","0,00","0,00",1433655,13104
heap.One_Comparison,"74,76",1071771,361884,1433655,351884,"0,08",13109630464,"51,65","0,00","0,00",1433655,15192
heap.One,"80,22",1150068,283587,1433655,273587,"100,00",13109630464,"56,70","0,00","0,00",1433655,1549
heap.None_TinyLfuMulti,"74,76",1071813,361842,1433655,351842,"0,01",13109630464,"51,73","0,00","0,00",1433655,13941
heap.None_TinyLfuBoost,"75,58",1083552,350103,1433655,340103,"0,01",13109630464,"52,85","0,00","0,00",1433655,12077
heap.None_TinyLfu,"75,39",1080880,352775,1433655,342775,"0,01",13109630464,"52,06","0,00","0,00",1433655,12528
heap.None_Threshold15,"80,22",1150068,283587,1433655,273587,"100,00",13109630464,"56,70","0,00","0,00",1433655,614
heap.None_Secondary,"75,94",1088755,344900,1433655,334900,"0,05",13109630464,"52,70","0,00","0,00",1433655,15318
heap.None_Comparison,"74,76",1071771,361884,1433655,351884,"0,08",13109630464,"51,65","0,00","0,00",1433655,16026
heap.None,"80,22",1150068,283587,1433655,273587,"100,00",13109630464,"56,70","0,00","0,00",1433655,629
heap.Boost_TinyLfuMulti,"74,76",1071813,361842,1433655,351842,"0,01",13109630464,"51,73","0,00","0,00",1433655,27809
heap.Boost_TinyLfuBoost,"75,58",1083552,350103,1433655,340103,"0,01",13109630464,"52,85","0,00","0,00",1433655,26430
heap.Boost_TinyLfu,"74,84",1072998,360657,1433655,350657,"0,00",13109630464,"51,69","0,00","0,00",1433655,27395
heap.Boost_Threshold15,"78,99",1132408,301247,1433655,291247,"100,00",13109630464,"55,61","0,00","0,00",1433655,19074
heap.Boost_Secondary,"75,08",1076456,357199,1433655,347199,"0,02",13109630464,"51,76","0,00","0,00",1433655,18790
heap.Boost_Comparison,"74,76",1071771,361884,1433655,351884,"0,08",13109630464,"51,65","0,00","0,00",1433655,28279
heap.Boost,"78,99",1132408,301247,1433655,291247,"100,00",13109630464,"55,61","0,00","0,00",1433655,14019
