Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests Weight,Weighted Hit Rate,Average Miss Penalty,Average Penalty,Steps,Time
Lfu,"16,29",26202,134689,160891,134660,"100,00",4789000704,"2,68","0,00","0,00",200650,71
Lfu_Comparison,"17,90",28793,132098,160891,132065,"39,77",4789000704,"2,93","0,00","0,00",177125,78
Lfu_Secondary,"25,80",41517,119374,160891,119324,"0,41",4789000704,"3,55","0,00","0,00",161366,162
Lfu_Threshold15,"24,84",39969,120922,160891,120878,"82,21",4789000704,"3,33","0,00","0,00",183936,232
Lfu_TinyLfu,"24,74",39807,121084,160891,121043,"0,16",4789000704,"3,73","0,00","0,00",161090,121
Lfu_TinyLfuBoost,"24,13",38831,122060,160891,122020,"0,13",4789000704,"3,48","0,00","0,00",161070,250
Lfu_TinyLfuMulti,"22,35",35962,124929,160891,124897,"2,20",4789000704,"3,58","0,00","0,00",163481,196
Lru,"8,65",13918,146973,160891,146960,"100,00",4789000704,"1,43","0,00","0,00",210540,54
Lru_Comparison,"12,66",20370,140521,160891,140508,"42,14",4789000704,"1,86","0,00","0,00",182032,63
Lru_Secondary,"26,60",42793,118098,160891,118003,"0,24",4789000704,"2,89","0,00","0,00",161100,189
Lru_Threshold15,"11,12",17898,142993,160891,142980,"83,30",4789000704,"1,68","0,00","0,00",200102,194
Lru_TinyLfu,"26,09",41982,118909,160891,118863,"0,11",4789000704,"4,01","0,00","0,00",160982,72
Lru_TinyLfuBoost,"19,83",31906,128985,160891,128954,"0,08",4789000704,"3,37","0,00","0,00",160980,219
Lru_TinyLfuMulti,"11,10",17856,143035,160891,143019,"0,57",4789000704,"1,95","0,00","0,00",161631,107
