linked.Clock_ThresholdAdmittor8,"31,82",385320,825714,1211034,825529,"50,13",11403751424,"15,00","0,00","0,00",1600268,1483
linked.Fifo_ThresholdAdmittor8,"25,05",303361,907673,1211034,907490,"50,06",11403751424,"12,08","0,00","0,00",1425694,1805
linked.Lfu_ThresholdAdmittor8,"44,42",537832,673035,1210867,673005,"50,04",11362803712,"20,67","0,00","0,00",1360326,1606
linked.Lru_ThresholdAdmittor8,"30,64",371024,840010,1211034,839822,"50,13",11403751424,"14,49","0,00","0,00",1413561,1456
linked.Mfu_ThresholdAdmittor8,"23,14",280138,930729,1210867,930719,"50,04",11362803712,"11,20","0,00","0,00",1426795,1924
linked.Mru_ThresholdAdmittor8,"12,38",149930,1061104,1211034,1060915,"50,04",11403751424,"6,01","0,00","0,00",1417528,1719
sampled.Fifo_ThresholdAdmittor8,"28,33",343015,867852,1210867,867837,"100,00",11362803712,"15,68","0,00","0,00",8153730,2769
sampled.Hyperbolic_ThresholdAdmittor8,"35,91",434867,776000,1210867,775981,"100,00",11362803712,"18,17","0,00","0,00",7418882,2928
sampled.Lfu_ThresholdAdmittor8,"42,00",508555,702312,1210867,702292,"100,00",11362803712,"20,78","0,00","0,00",6829370,2740
sampled.Lru_ThresholdAdmittor8,"32,74",396468,814399,1210867,814385,"100,00",11362803712,"17,59","0,00","0,00",7726114,3052
sampled.Mfu_ThresholdAdmittor8,"25,58",309706,901161,1210867,901149,"100,00",11362803712,"13,81","0,00","0,00",8420226,2426
sampled.Mru_ThresholdAdmittor8,"17,86",216312,994555,1210867,994538,"100,00",11362803712,"8,35","0,00","0,00",9167338,2789
sampled.Random_ThresholdAdmittor8,"28,77",348377,862490,1210867,862468,"100,00",11362803712,"15,07","0,00","0,00",1211034,1264
