linked.Clock_ThresholdAdmittor2,"35,17",425930,785104,1211034,784923,"44,47",11403751424,"17,38","0,00","0,00",1532749,1737
linked.Fifo_ThresholdAdmittor2,"28,49",344976,866058,1211034,865874,"45,44",11403751424,"14,09","0,00","0,00",1391712,1365
linked.Lfu_ThresholdAdmittor2,"46,44",562314,648553,1210867,648525,"42,40",11362803712,"21,08","0,00","0,00",1320259,1448
linked.Lru_ThresholdAdmittor2,"33,26",402767,808267,1211034,808086,"45,27",11403751424,"16,32","0,00","0,00",1379734,1135
linked.Mfu_ThresholdAdmittor2,"24,94",301951,908916,1210867,908903,"45,55",11362803712,"12,34","0,00","0,00",1398512,1538
linked.Mru_ThresholdAdmittor2,"13,54",164026,1047008,1211034,1046818,"44,23",11403751424,"6,63","0,00","0,00",1383169,1573
sampled.Fifo_ThresholdAdmittor2,"28,33",343015,867852,1210867,867837,"100,00",11362803712,"15,68","0,00","0,00",8153730,2429
sampled.Hyperbolic_ThresholdAdmittor2,"35,91",434867,776000,1210867,775981,"100,00",11362803712,"18,17","0,00","0,00",7418882,2668
sampled.Lfu_ThresholdAdmittor2,"42,00",508555,702312,1210867,702292,"100,00",11362803712,"20,78","0,00","0,00",6829370,2423
sampled.Lru_ThresholdAdmittor2,"32,74",396468,814399,1210867,814385,"100,00",11362803712,"17,59","0,00","0,00",7726114,2533
sampled.Mfu_ThresholdAdmittor2,"25,58",309706,901161,1210867,901149,"100,00",11362803712,"13,81","0,00","0,00",8420226,2681
sampled.Mru_ThresholdAdmittor2,"17,86",216312,994555,1210867,994538,"100,00",11362803712,"8,35","0,00","0,00",9167338,3264
sampled.Random_ThresholdAdmittor2,"28,77",348377,862490,1210867,862468,"100,00",11362803712,"15,07","0,00","0,00",1211034,1191
