linked.Clock_ThresholdAdmittor6,"33,07",400465,810569,1211034,810385,"71,52",11403751424,"16,77","0,00","0,00",1696283,2032
linked.Fifo_ThresholdAdmittor6,"27,00",327023,884011,1211034,883824,"72,17",11403751424,"14,01","0,00","0,00",1502703,2102
linked.Lfu_ThresholdAdmittor6,"45,42",550012,660855,1210867,660828,"70,61",11362803712,"21,65","0,00","0,00",1403330,1745
linked.Lru_ThresholdAdmittor6,"31,59",382542,828492,1211034,828311,"71,93",11403751424,"15,99","0,00","0,00",1484998,2141
linked.Mfu_ThresholdAdmittor6,"25,03",303123,907744,1210867,907734,"72,20",11362803712,"13,16","0,00","0,00",1505338,2132
linked.Mru_ThresholdAdmittor6,"12,88",155972,1055062,1211034,1054873,"71,71",11403751424,"6,98","0,00","0,00",1485823,2580
sampled.Fifo_ThresholdAdmittor6,"28,33",343015,867852,1210867,867837,"100,00",11362803712,"15,68","0,00","0,00",8153730,2576
sampled.Hyperbolic_ThresholdAdmittor6,"35,91",434867,776000,1210867,775981,"100,00",11362803712,"18,17","0,00","0,00",7418882,2918
sampled.Lfu_ThresholdAdmittor6,"42,00",508555,702312,1210867,702292,"100,00",11362803712,"20,78","0,00","0,00",6829370,2675
sampled.Lru_ThresholdAdmittor6,"32,74",396468,814399,1210867,814385,"100,00",11362803712,"17,59","0,00","0,00",7726114,3170
sampled.Mfu_ThresholdAdmittor6,"25,58",309706,901161,1210867,901149,"100,00",11362803712,"13,81","0,00","0,00",8420226,2694
sampled.Mru_ThresholdAdmittor6,"17,86",216312,994555,1210867,994538,"100,00",11362803712,"8,35","0,00","0,00",9167338,3005
sampled.Random_ThresholdAdmittor6,"28,77",348377,862490,1210867,862468,"100,00",11362803712,"15,07","0,00","0,00",1211034,1113
