linked.Clock_ThresholdAdmittor4,"34,46",417269,793765,1211034,793584,"49,79",11403751424,"17,14","0,00","0,00",1582642,1798
linked.Fifo_ThresholdAdmittor4,"27,84",337117,873917,1211034,873734,"49,86",11403751424,"13,77","0,00","0,00",1412025,1345
linked.Lfu_ThresholdAdmittor4,"45,30",548522,662345,1210867,662315,"49,67",11362803712,"21,01","0,00","0,00",1350060,1770
linked.Lru_ThresholdAdmittor4,"32,76",396682,814352,1211034,814171,"49,81",11403751424,"16,14","0,00","0,00",1399859,1891
linked.Mfu_ThresholdAdmittor4,"24,55",297255,913612,1210867,913598,"49,87",11362803712,"12,22","0,00","0,00",1419220,1977
linked.Mru_ThresholdAdmittor4,"12,63",152950,1058084,1211034,1057897,"49,77",11403751424,"6,27","0,00","0,00",1406909,1585
sampled.Fifo_ThresholdAdmittor4,"28,33",343015,867852,1210867,867837,"100,00",11362803712,"15,68","0,00","0,00",8153730,3063
sampled.Hyperbolic_ThresholdAdmittor4,"35,91",434867,776000,1210867,775981,"100,00",11362803712,"18,17","0,00","0,00",7418882,2852
sampled.Lfu_ThresholdAdmittor4,"42,00",508555,702312,1210867,702292,"100,00",11362803712,"20,78","0,00","0,00",6829370,2932
sampled.Lru_ThresholdAdmittor4,"32,74",396468,814399,1210867,814385,"100,00",11362803712,"17,59","0,00","0,00",7726114,3111
sampled.Mfu_ThresholdAdmittor4,"25,58",309706,901161,1210867,901149,"100,00",11362803712,"13,81","0,00","0,00",8420226,2932
sampled.Mru_ThresholdAdmittor4,"17,86",216312,994555,1210867,994538,"100,00",11362803712,"8,35","0,00","0,00",9167338,3100
sampled.Random_ThresholdAdmittor4,"28,77",348377,862490,1210867,862468,"100,00",11362803712,"15,07","0,00","0,00",1211034,1392
