linked.Clock_ThresholdAdmittor10,"31,68",383653,827381,1211034,827198,"50,19",11403751424,"15,13","0,00","0,00",1598686,2386
linked.Fifo_ThresholdAdmittor10,"24,89",301407,909627,1211034,909438,"50,20",11403751424,"11,92","0,00","0,00",1427808,2309
linked.Lfu_ThresholdAdmittor10,"44,20",535157,675710,1210867,675682,"50,23",11362803712,"20,47","0,00","0,00",1363726,1268
linked.Lru_ThresholdAdmittor10,"29,92",362328,848706,1211034,848525,"50,25",11403751424,"14,17","0,00","0,00",1416857,2157
linked.Mfu_ThresholdAdmittor10,"22,45",271827,939040,1210867,939030,"50,16",11362803712,"10,80","0,00","0,00",1432964,1751
linked.Mru_ThresholdAdmittor10,"11,95",144693,1066341,1211034,1066159,"50,08",11403751424,"5,73","0,00","0,00",1417241,2540
sampled.Fifo_ThresholdAdmittor10,"28,33",343015,867852,1210867,867837,"100,00",11362803712,"15,68","0,00","0,00",8153730,2704
sampled.Hyperbolic_ThresholdAdmittor10,"35,91",434867,776000,1210867,775981,"100,00",11362803712,"18,17","0,00","0,00",7418882,3069
sampled.Lfu_ThresholdAdmittor10,"42,00",508555,702312,1210867,702292,"100,00",11362803712,"20,78","0,00","0,00",6829370,2473
sampled.Lru_ThresholdAdmittor10,"32,74",396468,814399,1210867,814385,"100,00",11362803712,"17,59","0,00","0,00",7726114,2858
sampled.Mfu_ThresholdAdmittor10,"25,58",309706,901161,1210867,901149,"100,00",11362803712,"13,81","0,00","0,00",8420226,2834
sampled.Mru_ThresholdAdmittor10,"17,86",216312,994555,1210867,994538,"100,00",11362803712,"8,35","0,00","0,00",9167338,3534
sampled.Random_ThresholdAdmittor10,"28,77",348377,862490,1210867,862468,"100,00",11362803712,"15,07","0,00","0,00",1211034,1097
