linked.Clock_ThresholdAdmittor9,"32,58",394517,816517,1211034,816335,"79,29",11403751424,"16,67","0,00","0,00",1738458,1984
linked.Fifo_ThresholdAdmittor9,"27,10",328196,882838,1211034,882657,"79,72",11403751424,"14,27","0,00","0,00",1532636,2085
linked.Lfu_ThresholdAdmittor9,"44,53",539230,671637,1210867,671615,"78,38",11362803712,"21,46","0,00","0,00",1430405,1637
linked.Lru_ThresholdAdmittor9,"31,86",385805,825229,1211034,825042,"79,45",11403751424,"16,34","0,00","0,00",1511387,2044
linked.Mfu_ThresholdAdmittor9,"25,17",304808,906059,1210867,906046,"79,79",11362803712,"13,44","0,00","0,00",1536070,1765
linked.Mru_ThresholdAdmittor9,"12,75",154422,1056612,1211034,1056427,"79,21",11403751424,"7,05","0,00","0,00",1513179,2218
sampled.Fifo_ThresholdAdmittor9,"28,33",343015,867852,1210867,867837,"100,00",11362803712,"15,68","0,00","0,00",8153730,2630
sampled.Hyperbolic_ThresholdAdmittor9,"35,91",434867,776000,1210867,775981,"100,00",11362803712,"18,17","0,00","0,00",7418882,3024
sampled.Lfu_ThresholdAdmittor9,"42,00",508555,702312,1210867,702292,"100,00",11362803712,"20,78","0,00","0,00",6829370,2945
sampled.Lru_ThresholdAdmittor9,"32,74",396468,814399,1210867,814385,"100,00",11362803712,"17,59","0,00","0,00",7726114,3104
sampled.Mfu_ThresholdAdmittor9,"25,58",309706,901161,1210867,901149,"100,00",11362803712,"13,81","0,00","0,00",8420226,2855
sampled.Mru_ThresholdAdmittor9,"17,86",216312,994555,1210867,994538,"100,00",11362803712,"8,35","0,00","0,00",9167338,3294
sampled.Random_ThresholdAdmittor9,"28,77",348377,862490,1210867,862468,"100,00",11362803712,"15,07","0,00","0,00",1211034,1034
