Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests Weight,Weighted Hit Rate,Average Miss Penalty,Average Penalty,Steps,Time
linked.Clock,"33,24",402490,808544,1211034,808362,"100,00",11403751424,"17,68","0,00","0,00",1840141,1045
linked.Clock_SecondaryAdmittor,"22,65",274246,936788,1211034,936610,"0,05",11403751424,"9,73","0,00","0,00",1214133,1011
linked.Clock_TinyLfu,"47,57",576116,634918,1211034,634727,"0,01",11403751424,"20,41","0,00","0,00",1211455,961
linked.Fifo,"28,42",344136,866898,1211034,866717,"100,00",11403751424,"15,66","0,00","0,00",1600384,900
linked.Fifo_SecondaryAdmittor,"19,23",232822,978212,1211034,978034,"0,01",11403751424,"8,32","0,00","0,00",1211077,817
linked.Fifo_TinyLfu,"26,56",321620,889414,1211034,889225,"0,00",11403751424,"11,55","0,00","0,00",1211035,1212
linked.Lfu,"40,58",491389,719478,1210867,719452,"100,00",11362803712,"19,96","0,00","0,00",1509402,658
linked.Lfu_SecondaryAdmittor,"34,85",421971,788896,1210867,788884,"6,77",11362803712,"13,92","0,00","0,00",1261867,1101
linked.Lfu_TinyLfu,"48,55",587917,622950,1210867,622923,"0,02",11362803712,"18,27","0,00","0,00",1211314,1361
linked.Lru,"32,97",399255,811779,1211034,811598,"100,00",11403751424,"17,63","0,00","0,00",1575783,891
linked.Lru_SecondaryAdmittor,"19,75",239228,971806,1211034,971625,"0,04",11403751424,"8,34","0,00","0,00",1211354,1210
linked.Lru_TinyLfu,"47,57",576125,634909,1211034,634719,"0,01",11403751424,"20,45","0,00","0,00",1211069,822
linked.Mfu,"26,92",325972,884895,1210867,884882,"100,00",11362803712,"15,07","0,00","0,00",1600176,797
linked.Mfu_SecondaryAdmittor,"0,49",5984,1204883,1210867,1204870,"0,02",11362803712,"0,36","0,00","0,00",1211404,981
linked.Mfu_TinyLfu,"26,55",321536,889331,1210867,889309,"0,00",11362803712,"11,58","0,00","0,00",1211223,1201
linked.Mru,"13,31",161237,1049797,1211034,1049608,"100,00",11403751424,"7,86","0,00","0,00",1591606,1047
linked.Mru_SecondaryAdmittor,"2,90",35109,1175925,1211034,1175753,"12,24",11403751424,"1,08","0,00","0,00",1350873,951
linked.Mru_TinyLfu,"39,01",472444,738590,1211034,738391,"0,01",11403751424,"14,03","0,00","0,00",1211064,981
product.Cache2k,"44,25",535827,675207,1211034,675187,"100,00",11403751424,"22,91","0,00","0,00",,4785
product.Caffeine,"47,37",573638,637396,1211034,637371,"100,00",11403751424,"21,23","0,00","0,00",,4122
product.ElasticSearch,"32,96",399214,811820,1211034,811806,"100,00",11403751424,"17,63","0,00","0,00",,2264
product.Guava,"37,60",455337,755697,1211034,755680,"100,00",11403751424,"19,16","0,00","0,00",,2214
sampled.Fifo,"28,33",343015,867852,1210867,867837,"100,00",11362803712,"15,68","0,00","0,00",8153730,2471
sampled.Fifo_SecondaryAdmittor,"28,33",343015,867852,1210867,867837,"100,00",11362803712,"15,68","0,00","0,00",8153730,3039
sampled.Fifo_TinyLfu,"47,12",570522,640345,1210867,640317,"0,00",11362803712,"17,74","0,00","0,00",6333570,1872
sampled.Hyperbolic,"35,91",434867,776000,1210867,775981,"100,00",11362803712,"18,17","0,00","0,00",7418882,2877
sampled.Hyperbolic_SecondaryAdmittor,"35,91",434867,776000,1210867,775981,"100,00",11362803712,"18,17","0,00","0,00",7418882,2409
sampled.Hyperbolic_TinyLfu,"45,55",551558,659309,1210867,659287,"0,01",11362803712,"19,69","0,00","0,00",6485330,2139
sampled.Lfu,"42,00",508555,702312,1210867,702292,"100,00",11362803712,"20,78","0,00","0,00",6829370,2404
sampled.Lfu_SecondaryAdmittor,"42,00",508555,702312,1210867,702292,"100,00",11362803712,"20,78","0,00","0,00",6829370,2759
sampled.Lfu_TinyLfu,"45,55",551560,659307,1210867,659285,"0,01",11362803712,"19,69","0,00","0,00",6485314,2143
sampled.Lru,"32,74",396468,814399,1210867,814385,"100,00",11362803712,"17,59","0,00","0,00",7726114,2142
sampled.Lru_SecondaryAdmittor,"32,74",396468,814399,1210867,814385,"100,00",11362803712,"17,59","0,00","0,00",7726114,1889
sampled.Lru_TinyLfu,"48,42",586282,624585,1210867,624561,"0,01",11362803712,"20,52","0,00","0,00",6207522,1748
sampled.Mfu,"25,58",309706,901161,1210867,901149,"100,00",11362803712,"13,81","0,00","0,00",8420226,2203
sampled.Mfu_SecondaryAdmittor,"25,58",309706,901161,1210867,901149,"100,00",11362803712,"13,81","0,00","0,00",8420226,2207
sampled.Mfu_TinyLfu,"47,01",569201,641666,1210867,641636,"0,00",11362803712,"19,18","0,00","0,00",6344122,1958
sampled.Mru,"17,86",216312,994555,1210867,994538,"100,00",11362803712,"8,35","0,00","0,00",9167338,2684
sampled.Mru_SecondaryAdmittor,"17,86",216312,994555,1210867,994538,"100,00",11362803712,"8,35","0,00","0,00",9167338,3106
sampled.Mru_TinyLfu,"40,86",494712,716155,1210867,716125,"0,02",11362803712,"14,85","0,00","0,00",6940034,1745
sampled.Random,"28,77",348377,862490,1210867,862468,"100,00",11362803712,"15,07","0,00","0,00",1211034,999
sampled.Random_SecondaryAdmittor,"28,77",348377,862490,1210867,862468,"100,00",11362803712,"15,07","0,00","0,00",1211034,1332
sampled.Random_TinyLfu,"48,51",587446,623421,1210867,623394,"0,01",11362803712,"18,23","0,00","0,00",1211034,1249
