linked.Clock_ThresholdAdmittor5,"33,90",410531,800503,1211034,800314,"49,84",11403751424,"16,70","0,00","0,00",1582430,2261
linked.Fifo_ThresholdAdmittor5,"25,79",312362,898672,1211034,898480,"49,89",11403751424,"12,63","0,00","0,00",1419603,2212
linked.Lfu_ThresholdAdmittor5,"44,98",544677,666190,1210867,666163,"49,85",11362803712,"21,11","0,00","0,00",1354249,1551
linked.Lru_ThresholdAdmittor5,"30,63",370999,840035,1211034,839854,"49,88",11403751424,"14,86","0,00","0,00",1408330,1612
linked.Mfu_ThresholdAdmittor5,"23,46",284062,926805,1210867,926792,"49,92",11362803712,"11,57","0,00","0,00",1424439,1591
linked.Mru_ThresholdAdmittor5,"12,20",147732,1063302,1211034,1063110,"49,84",11403751424,"5,97","0,00","0,00",1412883,2253
sampled.Fifo_ThresholdAdmittor5,"28,33",343015,867852,1210867,867837,"100,00",11362803712,"15,68","0,00","0,00",8153730,2973
sampled.Hyperbolic_ThresholdAdmittor5,"35,91",434867,776000,1210867,775981,"100,00",11362803712,"18,17","0,00","0,00",7418882,2711
sampled.Lfu_ThresholdAdmittor5,"42,00",508555,702312,1210867,702292,"100,00",11362803712,"20,78","0,00","0,00",6829370,2673
sampled.Lru_ThresholdAdmittor5,"32,74",396468,814399,1210867,814385,"100,00",11362803712,"17,59","0,00","0,00",7726114,2324
sampled.Mfu_ThresholdAdmittor5,"25,58",309706,901161,1210867,901149,"100,00",11362803712,"13,81","0,00","0,00",8420226,2585
sampled.Mru_ThresholdAdmittor5,"17,86",216312,994555,1210867,994538,"100,00",11362803712,"8,35","0,00","0,00",9167338,2812
sampled.Random_ThresholdAdmittor5,"28,77",348377,862490,1210867,862468,"100,00",11362803712,"15,07","0,00","0,00",1211034,1070
