Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"3,18",135627,4124822,4260449,4106227,"10,33",131261616,"5,32","0,00","0,00",4260449,162979
sampled.Random_TinyLfuBoost,"13,52",575937,3684512,4260449,3631016,"5,34",131261616,"8,17","0,00","0,00",4260449,345404
sampled.Random_TinyLfu,"13,52",575937,3684512,4260449,3631016,"5,34",131261616,"8,17","0,00","0,00",4260449,345627
sampled.Random_Threshold15,"1,29",54982,4205467,4260449,4172915,"86,93",131261616,"0,91","0,00","0,00",4260449,217253
sampled.Random_Secondary,"14,21",605200,3655249,4260449,3600528,"6,92",131261616,"8,23","0,00","0,00",4260449,373491
sampled.Random,"1,18",50261,4210188,4260449,4177764,"100,00",131261616,"0,81","0,00","0,00",4260449,234719
sampled.Lru_TinyLfuMulti,"5,46",232727,4027722,4260449,3998259,"9,18",131261616,"5,70","0,00","0,00",36246521,236146
sampled.Lru_TinyLfuBoost,"13,36",569195,3691254,4260449,3637925,"5,55",131261616,"8,12","0,00","0,00",33363849,356635
sampled.Lru_TinyLfu,"13,36",569195,3691254,4260449,3637925,"5,55",131261616,"8,12","0,00","0,00",33363849,354134
sampled.Lru_Threshold15,"0,98",41922,4218527,4260449,4185746,"86,94",131261616,"0,63","0,00","0,00",37746417,115437
sampled.Lru_Secondary,"13,65",581673,3678776,4260449,3624257,"7,29",131261616,"8,00","0,00","0,00",33254505,367678
sampled.Lru,"0,98",41848,4218601,4260449,4186121,"100,00",131261616,"0,63","0,00","0,00",37749417,86547
sampled.Lfu_TinyLfuMulti,"3,69",157309,4103140,4260449,4084504,"10,29",131261616,"5,62","0,00","0,00",36936481,168250
sampled.Lfu_TinyLfuBoost,"13,19",561835,3698614,4260449,3648616,"5,84",131261616,"8,32","0,00","0,00",33449377,336439
sampled.Lfu_TinyLfu,"13,19",561835,3698614,4260449,3648616,"5,84",131261616,"8,32","0,00","0,00",33449377,339746
sampled.Lfu_Threshold15,"4,79",203987,4056462,4260449,4017698,"86,97",131261616,"2,99","0,00","0,00",36402033,334173
sampled.Lfu_Secondary,"13,99",595876,3664573,4260449,3612670,"8,35",131261616,"8,35","0,00","0,00",33161809,369108
sampled.Lfu,"4,72",201077,4059372,4260449,4020718,"100,00",131261616,"2,92","0,00","0,00",36426193,338449
sampled.Hyperbolic_TinyLfuMulti,"3,98",169522,4090927,4260449,4071136,"10,17",131261616,"5,75","0,00","0,00",36829537,180579
sampled.Hyperbolic_TinyLfuBoost,"13,23",563834,3696615,4260449,3646809,"6,20",131261616,"8,35","0,00","0,00",33434921,344234
sampled.Hyperbolic_TinyLfu,"13,23",563834,3696615,4260449,3646809,"6,20",131261616,"8,35","0,00","0,00",33434921,338356
sampled.Hyperbolic_Threshold15,"4,86",206995,4053454,4260449,4014303,"86,99",131261616,"3,02","0,00","0,00",36374873,378726
sampled.Hyperbolic_Secondary,"13,90",592389,3668060,4260449,3616842,"8,91",131261616,"8,35","0,00","0,00",33195185,357288
sampled.Hyperbolic,"4,79",204241,4056208,4260449,4017074,"100,00",131261616,"2,94","0,00","0,00",36397041,347813
sampled.Fifo_TinyLfuMulti,"5,89",250797,4009652,4260449,3975488,"7,35",131261616,"5,65","0,00","0,00",36064353,266108
sampled.Fifo_TinyLfuBoost,"12,99",553586,3706863,4260449,3648437,"3,12",131261616,"7,43","0,00","0,00",33447945,367461
sampled.Fifo_TinyLfu,"12,99",553586,3706863,4260449,3648437,"3,12",131261616,"7,43","0,00","0,00",33447945,363694
sampled.Fifo_Threshold15,"0,99",42027,4218422,4260449,4185740,"86,92",131261616,"0,64","0,00","0,00",37746369,105908
