Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"35,81",727233,1303682,2030915,1301948,"0,01",24073370624,"13,25","0,00","0,00",2030915,2112
sampled.Random_TinyLfuBoost,"30,91",627851,1403064,2030915,1401331,"0,01",24073370624,"12,21","0,00","0,00",2030915,2438
sampled.Random_TinyLfu,"35,81",727233,1303682,2030915,1301948,"0,01",24073370624,"13,25","0,00","0,00",2030915,2031
sampled.Random_Threshold15,"21,01",426605,1604310,2030915,1602596,"100,00",24073370624,"8,80","0,00","0,00",2030915,2138
sampled.Random_Secondary,"21,01",426605,1604310,2030915,1602596,"100,00",24073370624,"8,80","0,00","0,00",2030915,2278
sampled.Random_Comparison,"4,61",93577,1937338,2030915,1935613,"100,00",24073370624,"1,20","0,00","0,00",2030915,1941
sampled.Random,"21,01",426605,1604310,2030915,1602596,"100,00",24073370624,"8,80","0,00","0,00",2030915,2185
sampled.Mru_TinyLfuMulti,"33,72",684772,1346143,2030915,1344396,"0,02",24073370624,"10,99","0,00","0,00",12786083,4376
sampled.Mru_TinyLfuBoost,"27,94",567535,1463380,2030915,1461645,"0,01",24073370624,"9,48","0,00","0,00",13724075,4866
sampled.Mru_TinyLfu,"33,72",684772,1346143,2030915,1344396,"0,02",24073370624,"10,99","0,00","0,00",12786083,4131
sampled.Mru_Threshold15,"11,74",238365,1792550,2030915,1790829,"100,00",24073370624,"4,05","0,00","0,00",16357547,4813
sampled.Mru_Secondary,"11,74",238365,1792550,2030915,1790829,"100,00",24073370624,"4,05","0,00","0,00",16357547,5216
sampled.Mru_Comparison,"4,61",93577,1937338,2030915,1935613,"100,00",24073370624,"1,20","0,00","0,00",17515819,5372
sampled.Mru,"11,74",238365,1792550,2030915,1790829,"100,00",24073370624,"4,05","0,00","0,00",16357547,4745
sampled.Mfu_TinyLfuMulti,"31,50",639736,1391179,2030915,1389423,"0,01",24073370624,"9,66","0,00","0,00",13146299,4345
sampled.Mfu_TinyLfuBoost,"30,12",611807,1419108,2030915,1417363,"0,01",24073370624,"9,21","0,00","0,00",13369819,6195
sampled.Mfu_TinyLfu,"31,50",639736,1391179,2030915,1389423,"0,01",24073370624,"9,66","0,00","0,00",13146299,4572
sampled.Mfu_Threshold15,"19,21",390201,1640714,2030915,1638999,"100,00",24073370624,"8,22","0,00","0,00",15142907,4484
sampled.Mfu_Secondary,"19,21",390201,1640714,2030915,1638999,"100,00",24073370624,"8,22","0,00","0,00",15142907,4525
sampled.Mfu_Comparison,"4,61",93577,1937338,2030915,1935613,"100,00",24073370624,"1,20","0,00","0,00",17515819,4558
sampled.Mfu,"19,21",390201,1640714,2030915,1638999,"100,00",24073370624,"8,22","0,00","0,00",15142907,5317
sampled.Lru_TinyLfuMulti,"35,12",713313,1317602,2030915,1315867,"0,01",24073370624,"12,64","0,00","0,00",12557851,4390
sampled.Lru_TinyLfuBoost,"29,14",591809,1439106,2030915,1437374,"0,01",24073370624,"11,54","0,00","0,00",13529907,5680
sampled.Lru_TinyLfu,"35,12",713313,1317602,2030915,1315867,"0,01",24073370624,"12,64","0,00","0,00",12557851,4610
sampled.Lru_Threshold15,"22,35",453972,1576943,2030915,1575230,"100,00",24073370624,"9,79","0,00","0,00",14632755,4566
sampled.Lru_Secondary,"22,35",453972,1576943,2030915,1575230,"100,00",24073370624,"9,79","0,00","0,00",14632755,3900
sampled.Lru_Comparison,"4,61",93577,1937338,2030915,1935613,"100,00",24073370624,"1,20","0,00","0,00",17515819,5143
sampled.Lru,"22,35",453972,1576943,2030915,1575230,"100,00",24073370624,"9,79","0,00","0,00",14632755,3926
sampled.Lfu_TinyLfuMulti,"33,61",682653,1348262,2030915,1346530,"0,01",24073370624,"12,73","0,00","0,00",12803155,4533
sampled.Lfu_TinyLfuBoost,"30,33",616047,1414868,2030915,1413138,"0,01",24073370624,"12,35","0,00","0,00",13336019,4823
sampled.Lfu_TinyLfu,"33,61",682653,1348262,2030915,1346530,"0,01",24073370624,"12,73","0,00","0,00",12803155,5037
sampled.Lfu_Threshold15,"29,71",603352,1427563,2030915,1425841,"100,00",24073370624,"11,81","0,00","0,00",13437643,4710
sampled.Lfu_Secondary,"29,71",603352,1427563,2030915,1425841,"100,00",24073370624,"11,81","0,00","0,00",13437643,4720
sampled.Lfu_Comparison,"4,61",93577,1937338,2030915,1935613,"100,00",24073370624,"1,20","0,00","0,00",17515819,5532
sampled.Lfu,"29,71",603352,1427563,2030915,1425841,"100,00",24073370624,"11,81","0,00","0,00",13437643,4267
sampled.Hyperbolic_TinyLfuMulti,"33,43",678891,1352024,2030915,1350292,"0,01",24073370624,"12,67","0,00","0,00",12833251,4672
sampled.Hyperbolic_TinyLfuBoost,"30,47",618876,1412039,2030915,1410310,"0,01",24073370624,"12,20","0,00","0,00",13313395,5628
sampled.Hyperbolic_TinyLfu,"33,43",678891,1352024,2030915,1350292,"0,01",24073370624,"12,67","0,00","0,00",12833251,4096
sampled.Hyperbolic_Threshold15,"25,63",520440,1510475,2030915,1508756,"100,00",24073370624,"10,71","0,00","0,00",14100963,4776
sampled.Hyperbolic_Secondary,"25,63",520440,1510475,2030915,1508756,"100,00",24073370624,"10,71","0,00","0,00",14100963,4733
sampled.Hyperbolic_Comparison,"4,61",93577,1937338,2030915,1935613,"100,00",24073370624,"1,20","0,00","0,00",17515819,5736
sampled.Hyperbolic,"25,63",520440,1510475,2030915,1508756,"100,00",24073370624,"10,71","0,00","0,00",14100963,5154
sampled.Fifo_TinyLfuMulti,"35,57",722321,1308594,2030915,1306844,"0,00",24073370624,"11,87","0,00","0,00",12485667,4479
sampled.Fifo_TinyLfuBoost,"33,61",682591,1348324,2030915,1346590,"0,01",24073370624,"11,48","0,00","0,00",12803635,5177
sampled.Fifo_TinyLfu,"35,57",722321,1308594,2030915,1306844,"0,00",24073370624,"11,87","0,00","0,00",12485667,4499
