Policy,Hit rate,Hits,Misses,Requests,Evictions,Admit rate,Requests weight,Weighted hit rate,Average miss penalty,Average penalty,Steps,Time
sampled.Random_TinyLfuMulti,"52,27",749385,684270,1433655,683081,"0,03",13109630464,"28,38","0,00","0,00",1433655,999
sampled.Random_TinyLfuBoost,"51,81",742839,690816,1433655,689631,"0,04",13109630464,"30,04","0,00","0,00",1433655,1197
sampled.Random_TinyLfu,"52,27",749385,684270,1433655,683081,"0,03",13109630464,"28,38","0,00","0,00",1433655,771
sampled.Random_Threshold15,"32,45",465267,968388,1433655,967223,"100,00",13109630464,"19,61","0,00","0,00",1433655,845
sampled.Random_Secondary,"32,45",465267,968388,1433655,967223,"100,00",13109630464,"19,61","0,00","0,00",1433655,918
sampled.Random_Comparison,"25,41",364245,1069410,1433655,1068233,"100,00",13109630464,"10,37","0,00","0,00",1433655,725
sampled.Random,"32,45",465267,968388,1433655,967223,"100,00",13109630464,"19,61","0,00","0,00",1433655,769
sampled.Mru_TinyLfuMulti,"39,91",572189,861466,1433655,860281,"0,02",13109630464,"20,31","0,00","0,00",8315903,1729
sampled.Mru_TinyLfuBoost,"36,68",525932,907723,1433655,906544,"0,02",13109630464,"17,34","0,00","0,00",8686007,2018
sampled.Mru_TinyLfu,"39,91",572189,861466,1433655,860281,"0,02",13109630464,"20,31","0,00","0,00",8315903,1901
sampled.Mru_Threshold15,"18,37",263300,1170355,1433655,1169187,"100,00",13109630464,"10,06","0,00","0,00",10787151,2202
sampled.Mru_Secondary,"18,37",263300,1170355,1433655,1169187,"100,00",13109630464,"10,06","0,00","0,00",10787151,2124
sampled.Mru_Comparison,"25,41",364245,1069410,1433655,1068233,"100,00",13109630464,"10,37","0,00","0,00",9979519,2024
sampled.Mru,"18,37",263300,1170355,1433655,1169187,"100,00",13109630464,"10,06","0,00","0,00",10787151,1911
sampled.Mfu_TinyLfuMulti,"49,86",714837,718818,1433655,717585,"0,08",13109630464,"23,17","0,00","0,00",7174335,1792
sampled.Mfu_TinyLfuBoost,"48,85",700300,733355,1433655,732145,"0,01",13109630464,"25,28","0,00","0,00",7290815,2089
sampled.Mfu_TinyLfu,"49,86",714837,718818,1433655,717585,"0,08",13109630464,"23,17","0,00","0,00",7174335,1796
sampled.Mfu_Threshold15,"27,75",397808,1035847,1433655,1034679,"100,00",13109630464,"17,43","0,00","0,00",9711087,2169
sampled.Mfu_Secondary,"27,75",397808,1035847,1433655,1034679,"100,00",13109630464,"17,43","0,00","0,00",9711087,1951
sampled.Mfu_Comparison,"25,41",364245,1069410,1433655,1068233,"100,00",13109630464,"10,37","0,00","0,00",9979519,1746
sampled.Mfu,"27,75",397808,1035847,1433655,1034679,"100,00",13109630464,"17,43","0,00","0,00",9711087,1846
sampled.Lru_TinyLfuMulti,"51,26",734873,698782,1433655,697596,"0,05",13109630464,"28,91","0,00","0,00",7014423,1434
sampled.Lru_TinyLfuBoost,"52,33",750211,683444,1433655,682257,"0,05",13109630464,"29,34","0,00","0,00",6891711,1908
sampled.Lru_TinyLfu,"51,26",734873,698782,1433655,697596,"0,05",13109630464,"28,91","0,00","0,00",7014423,1452
sampled.Lru_Threshold15,"34,53",495092,938563,1433655,937391,"100,00",13109630464,"20,66","0,00","0,00",8932783,1622
sampled.Lru_Secondary,"34,53",495092,938563,1433655,937391,"100,00",13109630464,"20,66","0,00","0,00",8932783,1792
sampled.Lru_Comparison,"25,41",364245,1069410,1433655,1068233,"100,00",13109630464,"10,37","0,00","0,00",9979519,1982
sampled.Lru,"34,53",495092,938563,1433655,937391,"100,00",13109630464,"20,66","0,00","0,00",8932783,1601
sampled.Lfu_TinyLfuMulti,"52,34",750334,683321,1433655,682134,"0,04",13109630464,"29,36","0,00","0,00",6890727,1735
sampled.Lfu_TinyLfuBoost,"52,31",750011,683644,1433655,682457,"0,05",13109630464,"29,34","0,00","0,00",6893311,1619
sampled.Lfu_TinyLfu,"52,34",750334,683321,1433655,682134,"0,04",13109630464,"29,36","0,00","0,00",6890727,1819
sampled.Lfu_Threshold15,"48,24",691539,742116,1433655,740938,"100,00",13109630464,"29,06","0,00","0,00",7361159,1950
sampled.Lfu_Secondary,"48,24",691539,742116,1433655,740938,"100,00",13109630464,"29,06","0,00","0,00",7361159,1768
sampled.Lfu_Comparison,"25,41",364245,1069410,1433655,1068233,"100,00",13109630464,"10,37","0,00","0,00",9979519,1809
sampled.Lfu,"48,24",691539,742116,1433655,740938,"100,00",13109630464,"29,06","0,00","0,00",7361159,1582
sampled.Hyperbolic_TinyLfuMulti,"52,33",750180,683475,1433655,682288,"0,04",13109630464,"29,34","0,00","0,00",6891959,1516
sampled.Hyperbolic_TinyLfuBoost,"52,34",750437,683218,1433655,682031,"0,05",13109630464,"29,37","0,00","0,00",6889903,1616
sampled.Hyperbolic_TinyLfu,"52,33",750180,683475,1433655,682288,"0,04",13109630464,"29,34","0,00","0,00",6891959,1487
sampled.Hyperbolic_Threshold15,"43,93",629839,803816,1433655,802640,"100,00",13109630464,"26,98","0,00","0,00",7854775,2050
sampled.Hyperbolic_Secondary,"43,93",629839,803816,1433655,802640,"100,00",13109630464,"26,98","0,00","0,00",7854775,1720
sampled.Hyperbolic_Comparison,"25,41",364245,1069410,1433655,1068233,"100,00",13109630464,"10,37","0,00","0,00",9979519,2680
sampled.Hyperbolic,"43,93",629839,803816,1433655,802640,"100,00",13109630464,"26,98","0,00","0,00",7854775,1594
sampled.Fifo_TinyLfuMulti,"51,85",743365,690290,1433655,689074,"0,02",13109630464,"26,90","0,00","0,00",6946247,1570
sampled.Fifo_TinyLfuBoost,"50,09",718079,715576,1433655,714383,"0,01",13109630464,"27,81","0,00","0,00",7148719,1926
sampled.Fifo_TinyLfu,"51,85",743365,690290,1433655,689074,"0,02",13109630464,"26,90","0,00","0,00",6946247,1431
sampled.Fifo_Threshold15,"30,33",434808,998847,1433655,997674,"100,00",13109630464,"18,77","0,00","0,00",9415047,1918
sampled.Fifo_Secondary,"30,33",434808,998847,1433655,997674,"100,00",13109630464,"18,77","0,00","0,00",9415047,2310
sampled.Fifo_Comparison,"25,41",364245,1069410,1433655,1068233,"100,00",13109630464,"10,37","0,00","0,00",9979519,2099
sampled.Fifo,"30,33",434808,998847,1433655,997674,"100,00",13109630464,"18,77","0,00","0,00",9415047,1890
product.Guava,"35,93",515119,918536,1433655,918501,"100,00",13109630464,"21,49","0,00","0,00",,2365
product.ElasticSearch,"34,91",500552,933103,1433655,933085,"100,00",13109630464,"20,85","0,00","0,00",,2463
product.Caffeine,"54,21",777146,656509,1433655,656472,"100,00",13109630464,"32,15","0,00","0,00",,3680
product.Cache2k,"53,46",766425,667230,1433655,667201,"100,00",13109630464,"32,23","0,00","0,00",,2411
linked.Mru_TinyLfuMulti,"1,73",24787,1408868,1433655,1407713,"8,76",13109630464,"0,88","0,00","0,00",1551043,935
linked.Mru_TinyLfuBoost,"24,69",354034,1079621,1433655,1078436,"0,01",13109630464,"10,04","0,00","0,00",1433735,1209
linked.Mru_TinyLfu,"31,12",446168,987487,1433655,986298,"0,01",13109630464,"12,92","0,00","0,00",1433698,815
linked.Mru_Threshold15,"15,39",220633,1213022,1433655,1211856,"85,55",13109630464,"9,69","0,00","0,00",1849187,1326
linked.Mru_Secondary,"3,59",51515,1382140,1433655,1380913,"0,07",13109630464,"0,53","0,00","0,00",1434481,1049
linked.Mru_Comparison,"3,90",55847,1377808,1433655,1376650,"30,72",13109630464,"2,12","0,00","0,00",1670126,741
linked.Mru,"16,36",234591,1199064,1433655,1197894,"100,00",13109630464,"10,72","0,00","0,00",1897794,665
linked.Mfu_TinyLfuMulti,"0,27",3864,1429791,1433655,1428631,"0,04",13109630464,"0,22","0,00","0,00",1435276,1035
linked.Mfu_TinyLfuBoost,"25,41",364245,1069410,1433655,1068233,"0,00",13109630464,"10,37","0,00","0,00",1434832,1197
linked.Mfu_TinyLfu,"25,41",364245,1069410,1433655,1068233,"0,00",13109630464,"10,37","0,00","0,00",1434832,1194
linked.Mfu_Threshold15,"26,90",385650,1048005,1433655,1046836,"85,59",13109630464,"16,35","0,00","0,00",1855554,1152
linked.Mfu_Secondary,"8,09",116020,1317635,1433655,1316454,"0,00",13109630464,"2,61","0,00","0,00",1434836,1185
linked.Mfu_Comparison,"2,34",33532,1400123,1433655,1398962,"3,99",13109630464,"1,21","0,00","0,00",1467595,903
linked.Mfu,"27,87",399580,1034075,1433655,1032908,"100,00",13109630464,"17,60","0,00","0,00",1913908,826
linked.Lru_TinyLfuMulti,"4,37",62665,1370990,1433655,1369831,"0,03",13109630464,"2,18","0,00","0,00",1434017,929
linked.Lru_TinyLfuBoost,"49,11",704019,729636,1433655,728452,"0,01",13109630464,"28,85","0,00","0,00",1433732,799
linked.Lru_TinyLfu,"52,33",750293,683362,1433655,682175,"0,01",13109630464,"29,36","0,00","0,00",1433703,850
linked.Lru_Threshold15,"34,70",497475,936180,1433655,935008,"85,57",13109630464,"20,05","0,00","0,00",1823967,1273
linked.Lru_Secondary,"53,87",772252,661403,1433655,660191,"0,03",13109630464,"28,71","0,00","0,00",1433767,746
linked.Lru_Comparison,"7,58",108700,1324955,1433655,1323790,"2,64",13109630464,"2,87","0,00","0,00",1453292,683
linked.Lru,"34,93",500758,932897,1433655,931725,"100,00",13109630464,"20,86","0,00","0,00",1884049,830
linked.Lfucostboost_TinyLfuMulti,"12,99",186218,1247437,1433655,1246281,"2,36",13109630464,"5,83","0,00","0,00",1462037,1200
linked.Lfucostboost_TinyLfuBoost,"50,76",727654,706001,1433655,704815,"0,04",13109630464,"27,76","0,00","0,00",1435081,965
linked.Lfucostboost_TinyLfu,"51,74",741810,691845,1433655,690657,"0,04",13109630464,"28,19","0,00","0,00",1435070,1005
linked.Lfucostboost_Threshold15,"49,36",707685,725970,1433655,724793,"85,32",13109630464,"29,46","0,00","0,00",1711083,1045
linked.Lfucostboost_Secondary,"52,29",749615,684040,1433655,682844,"0,09",13109630464,"28,35","0,00","0,00",1435335,768
linked.Lfucostboost_Comparison,"12,57",180276,1253379,1433655,1252215,"2,62",13109630464,"5,77","0,00","0,00",1451004,653
linked.Lfucostboost,"43,28",620467,813188,1433655,812009,"100,00",13109630464,"27,07","0,00","0,00",1803442,541
linked.Lfu_TinyLfuMulti,"12,29",176260,1257395,1433655,1256236,"2,57",13109630464,"5,92","0,00","0,00",1465391,1115
linked.Lfu_TinyLfuBoost,"53,02",760108,673547,1433655,672357,"0,04",13109630464,"28,71","0,00","0,00",1435078,944
linked.Lfu_TinyLfu,"52,23",748761,684894,1433655,683707,"0,04",13109630464,"29,29","0,00","0,00",1435041,969
linked.Lfu_Threshold15,"50,06",717740,715915,1433655,714735,"85,34",13109630464,"29,69","0,00","0,00",1706877,1162
linked.Lfu_Secondary,"52,53",753163,680492,1433655,679299,"0,16",13109630464,"28,48","0,00","0,00",1435793,976
linked.Lfu_Comparison,"14,82",212454,1221201,1433655,1220037,"2,57",13109630464,"7,10","0,00","0,00",1449545,518
linked.Lfu,"43,99",630686,802969,1433655,801789,"100,00",13109630464,"27,08","0,00","0,00",1798383,810
linked.Fifo_TinyLfuMulti,"4,07",58333,1375322,1433655,1374161,"0,01",13109630464,"1,57","0,00","0,00",1433796,1094
linked.Fifo_TinyLfuBoost,"32,60",467356,966299,1433655,965111,"0,00",13109630464,"13,75","0,00","0,00",1433656,1118
linked.Fifo_TinyLfu,"27,55",394918,1038737,1433655,1037551,"0,00",13109630464,"12,51","0,00","0,00",1433655,1178
linked.Fifo_Threshold15,"29,88",428367,1005288,1433655,1004117,"85,59",13109630464,"17,82","0,00","0,00",1853271,1400
linked.Fifo_Secondary,"31,76",455340,978315,1433655,977110,"0,00",13109630464,"15,77","0,00","0,00",1433669,673
linked.Fifo_Comparison,"5,96",85390,1348265,1433655,1347101,"2,87",13109630464,"2,11","0,00","0,00",1455241,680
linked.Fifo,"30,36",435242,998413,1433655,997241,"100,00",13109630464,"18,78","0,00","0,00",1917136,761
linked.Clock_TinyLfuMulti,"4,72",67703,1365952,1433655,1364793,"0,03",13109630464,"1,79","0,00","0,00",1434761,1191
linked.Clock_TinyLfuBoost,"52,32",750090,683565,1433655,682378,"0,01",13109630464,"29,34","0,00","0,00",1434252,778
linked.Clock_TinyLfu,"52,33",750289,683366,1433655,682179,"0,01",13109630464,"29,36","0,00","0,00",1434203,724
linked.Clock_Threshold15,"35,56",509794,923861,1433655,922686,"85,55",13109630464,"20,74","0,00","0,00",2113059,1018
linked.Clock_Secondary,"52,16",747794,685861,1433655,684637,"0,03",13109630464,"27,15","0,00","0,00",1435539,656
linked.Clock_Comparison,"8,74",125303,1308352,1433655,1307188,"2,74",13109630464,"3,68","0,00","0,00",1484527,726
linked.Clock,"35,24",505282,928373,1433655,927200,"100,00",13109630464,"21,22","0,00","0,00",2184797,556
heap.Skip_TinyLfuMulti,"32,47",465515,968140,1433655,966958,"0,91",13109630464,"18,60","0,00","0,00",1434809,993
heap.Skip_TinyLfuBoost,"41,21",590868,842787,1433655,841593,"0,00",13109630464,"21,52","0,00","0,00",1434809,1462
heap.Skip_TinyLfu,"48,04",688751,744904,1433655,743715,"0,01",13109630464,"26,03","0,00","0,00",1434809,857
heap.Skip_Threshold15,"49,45",708993,724662,1433655,723487,"85,18",13109630464,"30,19","0,00","0,00",1434809,1341
heap.Skip_Secondary,"44,73",641326,792329,1433655,791125,"0,01",13109630464,"23,15","0,00","0,00",1434809,1030
heap.Skip_Comparison,"44,34",635648,798007,1433655,796830,"22,78",13109630464,"27,47","0,00","0,00",1434809,616
heap.Skip,"48,71",698305,735350,1433655,734176,"100,00",13109630464,"30,12","0,00","0,00",1434809,823
heap.One_TinyLfuMulti,"40,78",584603,849052,1433655,847868,"1,16",13109630464,"21,60","0,00","0,00",1434809,1190
heap.One_TinyLfuBoost,"41,21",590868,842787,1433655,841593,"0,00",13109630464,"21,52","0,00","0,00",1434809,955
heap.One_TinyLfu,"48,04",688751,744904,1433655,743715,"0,01",13109630464,"26,03","0,00","0,00",1434809,1098
heap.One_Threshold15,"55,37",793815,639840,1433655,638655,"85,18",13109630464,"32,59","0,00","0,00",1434809,908
heap.One_Secondary,"43,50",623666,809989,1433655,808787,"0,01",13109630464,"22,63","0,00","0,00",1434809,1064
heap.One_Comparison,"51,49",738238,695417,1433655,694236,"24,63",13109630464,"29,33","0,00","0,00",1434809,615
heap.One,"51,34",736043,697612,1433655,696427,"100,00",13109630464,"29,33","0,00","0,00",1434809,897
heap.None_TinyLfuMulti,"40,78",584603,849052,1433655,847868,"1,16",13109630464,"21,60","0,00","0,00",1434809,1179
heap.None_TinyLfuBoost,"41,21",590868,842787,1433655,841593,"0,00",13109630464,"21,52","0,00","0,00",1434809,1050
heap.None_TinyLfu,"48,04",688751,744904,1433655,743715,"0,01",13109630464,"26,03","0,00","0,00",1434809,1039
heap.None_Threshold15,"55,37",793815,639840,1433655,638655,"85,18",13109630464,"32,59","0,00","0,00",1434809,886
heap.None_Secondary,"43,50",623666,809989,1433655,808787,"0,01",13109630464,"22,63","0,00","0,00",1434809,866
heap.None_Comparison,"51,49",738238,695417,1433655,694236,"24,63",13109630464,"29,33","0,00","0,00",1434809,774
heap.None,"51,34",736043,697612,1433655,696427,"100,00",13109630464,"29,33","0,00","0,00",1434809,625
heap.Boost_TinyLfuMulti,"43,83",628314,805341,1433655,804161,"1,14",13109630464,"23,44","0,00","0,00",1434809,894
heap.Boost_TinyLfuBoost,"41,21",590868,842787,1433655,841593,"0,00",13109630464,"21,52","0,00","0,00",1434809,1208
heap.Boost_TinyLfu,"48,04",688751,744904,1433655,743715,"0,01",13109630464,"26,03","0,00","0,00",1434809,1172
heap.Boost_Threshold15,"55,74",799129,634526,1433655,633340,"85,18",13109630464,"32,87","0,00","0,00",1434809,1174
heap.Boost_Secondary,"43,38",621985,811670,1433655,810470,"0,01",13109630464,"22,57","0,00","0,00",1434809,967
heap.Boost_Comparison,"51,79",742434,691221,1433655,690039,"24,99",13109630464,"29,63","0,00","0,00",1434809,632
heap.Boost,"51,37",736506,697149,1433655,695964,"100,00",13109630464,"29,62","0,00","0,00",1434809,572
